행정구역,인구수,,,,
경기도 광주시 남한산성면(4161037000),"2,580",,,,
경기도 광주시 경안동(4161051000),"24,948",,,,
경기도 광주시 송정동(4161052000),"22,109",,,,
경기도 광주시 쌍령동(4161054000),"18,401",,,,
경기도 광주시 탄벌동(4161055000),"39,161",,,,
경기도 광주시 광남1동(4161056000),"33,495",,,,
경기도 광주시 광남2동(4161057000),"34,141",,,,
경기도 양주시 (4163000000),"234,181",,,,
경기도 양주시 백석읍(4163025000),"26,270",,,,
경기도 양주시 은현면(4163031000),"5,883",,,,
경기도 양주시 남면(4163032000),"6,880",,,,
경기도 양주시 광적면(4163033000),"11,884",,,,
경기도 양주시 장흥면(4163034000),"10,416",,,,
경기도 양주시 양주1동(4163051000),"5,312",,,,
경기도 양주시 양주2동(4163052000),"49,984",,,,
경기도 양주시 회천1동(4163053000),"9,710",,,,
경기도 양주시 회천2동(4163054000),"27,083",,,,
경기도 양주시 회천3동(4163055000),"27,408",,,,
경기도 양주시 회천4동(4163056000),"53,351",,,,
경기도 포천시 (4165000000),"147,014",,,,
경기도 포천시 소흘읍(4165025000),"44,375",,,,
경기도 포천시 군내면(4165031000),"8,634",,,,
경기도 포천시 내촌면(4165032000),"4,586",,,,
경기도 포천시 가산면(4165033000),"7,639",,,,
경기도 포천시 신북면(4165034000),"12,398",,,,
경기도 포천시 창수면(4165035000),"2,148",,,,
경기도 포천시 영중면(4165036000),"4,817",,,,
경기도 포천시 일동면(4165037000),"9,360",,,,
경기도 포천시 이동면(4165038000),"6,255",,,,
경기도 포천시 영북면(4165039000),"8,234",,,,
경기도 포천시 관인면(4165040000),"2,773",,,,
경기도 포천시 화현면(4165041000),"2,756",,,,
경기도 포천시 포천동(4165051000),"18,632",,,,
경기도 포천시 선단동(4165052000),"14,407",,,,
경기도 여주시 (4167000000),"111,903",,,,
경기도 여주시 가남읍(4167025000),"15,507",,,,
경기도 여주시 점동면(4167031000),"4,664",,,,
경기도 여주시 흥천면(4167032000),"5,100",,,,
경기도 여주시 금사면(4167033000),"2,987",,,,
경기도 여주시 능서면(4167034000),"6,349",,,,
경기도 여주시 대신면(4167035000),"6,969",,,,
경기도 여주시 북내면(4167036000),"4,904",,,,
경기도 여주시 강천면(4167037000),"4,195",,,,
경기도 여주시 산북면(4167038000),"2,517",,,,
경기도 여주시 여흥동(4167051000),"21,736",,,,
경기도 여주시 중앙동(4167052000),"18,517",,,,
경기도 여주시 오학동(4167053000),"18,458",,,,
경기도 연천군 (4180000000),"43,063",,,,
경기도 연천군 연천읍(4180025000),"7,827",,,,
경기도 연천군 전곡읍(4180025300),"19,153",,,,
경기도 연천군 군남면(4180031000),"3,167",,,,
경기도 연천군 청산면(4180032000),"3,862",,,,
경기도 연천군 백학면(4180033000),"2,615",,,,
경기도 연천군 미산면(4180034000),"1,770",,,,
경기도 연천군 왕징면(4180035000),"1,015",,,,
경기도 연천군 신서면(4180036000),"2,728",,,,
경기도 연천군 중면(4180037000),197,,,,
경기도 연천군 장남면(4180038000),729,,,,
경기도 가평군 (4182000000),"62,049",,,,
경기도 가평군 가평읍(4182025000),"19,420",,,,
경기도 가평군 설악면(4182031000),"9,583",,,,
경기도 가평군 청평면(4182032500),"13,956",,,,
경기도 가평군 상면(4182033000),"5,566",,,,
경기도 가평군 조종면(4182034500),"9,639",,,,
경기도 가평군 북면(4182035000),"3,885",,,,
경기도 양평군 (4183000000),"119,260",,,,
경기도 양평군 양평읍(4183025000),"30,731",,,,
경기도 양평군 강상면(4183031000),"10,478",,,,
경기도 양평군 강하면(4183032000),"4,773",,,,
경기도 양평군 양서면(4183033000),"13,633",,,,
경기도 양평군 옥천면(4183034000),"7,990",,,,
경기도 양평군 서종면(4183035000),"9,746",,,,
경기도 양평군 단월면(4183036000),"3,861",,,,
경기도 양평군 청운면(4183037000),"3,759",,,,
경기도 양평군 양동면(4183038000),"4,584",,,,
경기도 양평군 지평면(4183039500),"6,819",,,,
경기도 양평군 용문면(4183040000),"17,717",,,,
경기도 양평군 개군면(4183041000),"5,169",,,,
강원도  (4200000000),"1,536,399",,,,
강원도 춘천시 (4211000000),"282,328",,,,
강원도 춘천시 신북읍(4211025000),"7,631",,,,
강원도 춘천시 동면(4211031000),"19,728",,,,
강원도 춘천시 동산면(4211032000),"1,464",,,,
강원도 춘천시 신동면(4211033000),"2,562",,,,
강원도 춘천시 남면(4211034000),"1,072",,,,
강원도 춘천시 서면(4211035000),"3,786",,,,
강원도 춘천시 사북면(4211036000),"2,531",,,,
강원도 춘천시 북산면(4211038000),944,,,,
강원도 춘천시 동내면(4211039000),"17,307",,,,
강원도 춘천시 남산면(4211040000),"3,470",,,,
강원도 춘천시 교동(4211052000),"3,579",,,,
강원도 춘천시 조운동(4211053000),"2,770",,,,
강원도 춘천시 약사명동(4211054500),"2,185",,,,
강원도 춘천시 근화동(4211057000),"8,662",,,,
강원도 춘천시 소양동(4211058000),"9,494",,,,
강원도 춘천시 후평1동(4211060000),"11,790",,,,
강원도 춘천시 후평2동(4211061000),"14,918",,,,
강원도 춘천시 후평3동(4211061100),"21,211",,,,
강원도 춘천시 효자1동(4211062000),"4,516",,,,
강원도 춘천시 효자2동(4211063000),"11,922",,,,
강원도 춘천시 효자3동(4211064000),"4,467",,,,
강원도 춘천시 석사동(4211065000),"35,201",,,,
강원도 춘천시 퇴계동(4211066000),"49,676",,,,
강원도 춘천시 강남동(4211067500),"19,099",,,,
강원도 춘천시 신사우동(4211070500),"22,343",,,,
강원도 원주시 (4213000000),"354,437",,,,
강원도 원주시 문막읍(4213025000),"17,645",,,,
강원도 원주시 소초면(4213031000),"8,507",,,,
강원도 원주시 호저면(4213032000),"3,695",,,,
강원도 원주시 지정면(4213033000),"28,363",,,,
강원도 원주시 부론면(4213035000),"2,251",,,,
강원도 원주시 귀래면(4213036000),"2,178",,,,
강원도 원주시 흥업면(4213037000),"8,596",,,,
강원도 원주시 판부면(4213038000),"7,248",,,,
강원도 원주시 신림면(4213039000),"3,547",,,,
강원도 원주시 중앙동(4213051500),"2,673",,,,
강원도 원주시 원인동(4213052000),"5,099",,,,
강원도 원주시 개운동(4213053000),"12,711",,,,
강원도 원주시 명륜1동(4213054100),"8,538",,,,
강원도 원주시 명륜2동(4213054200),"15,500",,,,
강원도 원주시 단구동(4213055000),"44,272",,,,
강원도 원주시 일산동(4213056000),"8,588",,,,
강원도 원주시 학성동(4213057500),"4,735",,,,
강원도 원주시 단계동(4213059000),"28,831",,,,
강원도 원주시 우산동(4213060000),"13,556",,,,
강원도 원주시 태장1동(4213061000),"10,106",,,,
강원도 원주시 태장2동(4213062000),"24,853",,,,
강원도 원주시 봉산동(4213063500),"8,099",,,,
강원도 원주시 행구동(4213065000),"7,694",,,,
강원도 원주시 무실동(4213066000),"32,811",,,,
강원도 원주시 반곡관설동(4213067500),"44,341",,,,
강원도 강릉시 (4215000000),"212,909",,,,
강원도 강릉시 주문진읍(4215025000),"16,408",,,,
강원도 강릉시 성산면(4215031000),"3,426",,,,
강원도 강릉시 왕산면(4215032000),"1,594",,,,
강원도 강릉시 구정면(4215033000),"4,153",,,,
강원도 강릉시 강동면(4215034000),"4,245",,,,
강원도 강릉시 옥계면(4215035000),"3,541",,,,
강원도 강릉시 사천면(4215036000),"4,611",,,,
강원도 강릉시 연곡면(4215037000),"6,559",,,,
강원도 강릉시 홍제동(4215051000),"15,417",,,,
강원도 강릉시 중앙동(4215052000),"5,008",,,,
강원도 강릉시 옥천동(4215054000),"3,380",,,,
강원도 강릉시 교1동(4215055000),"26,189",,,,
강원도 강릉시 교2동(4215056000),"7,871",,,,
강원도 강릉시 포남1동(4215057100),"10,389",,,,
강원도 강릉시 포남2동(4215057200),"13,014",,,,
강원도 강릉시 초당동(4215058000),"4,819",,,,
강원도 강릉시 송정동(4215059000),"10,103",,,,
강원도 강릉시 내곡동(4215060000),"16,623",,,,
강원도 강릉시 강남동(4215061500),"18,056",,,,
강원도 강릉시 성덕동(4215064500),"28,569",,,,
강원도 강릉시 경포동(4215066500),"8,934",,,,
강원도 동해시 (4217000000),"89,922",,,,
강원도 동해시 천곡동(4217051000),"30,673",,,,
강원도 동해시 송정동(4217052000),"3,944",,,,
강원도 동해시 북삼동(4217053000),"19,118",,,,
강원도 동해시 부곡동(4217054000),"5,085",,,,
강원도 동해시 동호동(4217055000),"5,126",,,,
강원도 동해시 발한동(4217057000),"3,466",,,,
강원도 동해시 묵호동(4217059000),"3,170",,,,
강원도 동해시 북평동(4217060000),"12,867",,,,
강원도 동해시 망상동(4217063000),"3,549",,,,
강원도 동해시 삼화동(4217065000),"2,924",,,,
강원도 태백시 (4219000000),"42,249",,,,
강원도 태백시 황지동(4219051500),"6,336",,,,
강원도 태백시 황연동(4219052500),"4,444",,,,
강원도 태백시 삼수동(4219053500),"5,980",,,,
강원도 태백시 상장동(4219054000),"13,417",,,,
강원도 태백시 문곡소도동(4219058500),"3,889",,,,
강원도 태백시 장성동(4219059500),"3,514",,,,
강원도 태백시 구문소동(4219060500),"2,601",,,,
강원도 태백시 철암동(4219061500),"2,068",,,,
강원도 속초시 (4221000000),"82,213",,,,
강원도 속초시 영랑동(4221051000),"4,451",,,,
강원도 속초시 동명동(4221052000),"3,739",,,,
강원도 속초시 금호동(4221054000),"6,105",,,,
강원도 속초시 교동(4221056000),"9,647",,,,
강원도 속초시 노학동(4221057000),"21,314",,,,
강원도 속초시 조양동(4221058000),"29,404",,,,
강원도 속초시 청호동(4221059000),"4,432",,,,
강원도 속초시 대포동(4221060000),"3,121",,,,
강원도 삼척시 (4223000000),"64,393",,,,
강원도 삼척시 도계읍(4223025000),"9,668",,,,
강원도 삼척시 원덕읍(4223025300),"3,304",,,,
강원도 삼척시 원덕읍임원출장소(4223025400),"1,720",,,,
강원도 삼척시 근덕면(4223031000),"5,128",,,,
강원도 삼척시 하장면(4223032000),"1,306",,,,
강원도 삼척시 노곡면(4223033000),714,,,,
강원도 삼척시 미로면(4223034000),"1,843",,,,
강원도 삼척시 가곡면(4223035000),678,,,,
강원도 삼척시 신기면(4223036000),668,,,,
강원도 삼척시 남양동(4223051000),"7,648",,,,
강원도 삼척시 교동(4223053000),"14,563",,,,
강원도 삼척시 정라동(4223054000),"9,059",,,,
강원도 삼척시 성내동(4223057000),"8,094",,,,
강원도 홍천군 (4272000000),"68,751",,,,
강원도 홍천군 홍천읍(4272025000),"34,486",,,,
강원도 홍천군 화촌면(4272031000),"4,623",,,,
강원도 홍천군 두촌면(4272032000),"2,413",,,,
강원도 홍천군 내촌면(4272033000),"2,374",,,,
강원도 홍천군 서석면(4272034000),"3,729",,,,
강원도 홍천군 동면(4272035000),"4,001",,,,
강원도 홍천군 남면(4272036000),"6,247",,,,
강원도 홍천군 서면(4272037000),"3,788",,,,
강원도 홍천군 북방면(4272038000),"3,882",,,,
강원도 홍천군 내면(4272039000),"3,208",,,,
강원도 횡성군 (4273000000),"46,399",,,,
강원도 횡성군 횡성읍(4273025000),"20,663",,,,
강원도 횡성군 우천면(4273031000),"4,520",,,,
강원도 횡성군 안흥면(4273032000),"3,172",,,,
강원도 횡성군 둔내면(4273033000),"5,885",,,,
강원도 횡성군 갑천면(4273034000),"2,395",,,,
강원도 횡성군 청일면(4273035000),"2,386",,,,
강원도 횡성군 공근면(4273036000),"3,505",,,,
강원도 횡성군 서원면(4273037000),"2,128",,,,
강원도 횡성군 강림면(4273038000),"1,745",,,,
강원도 영월군 (4275000000),"38,458",,,,
강원도 영월군 영월읍(4275025000),"21,028",,,,
강원도 영월군 상동읍(4275025300),"1,075",,,,
강원도 영월군 중동면(4275031000),"1,455",,,,
강원도 영월군 김삿갓면(4275032500),"1,720",,,,
강원도 영월군 북면(4275033000),"2,133",,,,
강원도 영월군 남면(4275034000),"2,259",,,,
강원도 영월군 한반도면(4275035500),"1,233",,,,
강원도 영월군 한반도면쌍용출장소(4275035900),"1,737",,,,
강원도 영월군 주천면(4275036000),"3,786",,,,
강원도 영월군 무릉도원면(4275038000),"2,032",,,,
강원도 평창군 (4276000000),"41,212",,,,
강원도 평창군 평창읍(4276025000),"8,473",,,,
강원도 평창군 미탄면(4276031000),"1,639",,,,
강원도 평창군 방림면(4276032000),880,,,,
강원도 평창군 방림면계촌출장소(4276032500),"1,658",,,,
강원도 평창군 대화면(4276033000),"5,232",,,,
강원도 평창군 봉평면(4276034000),"5,720",,,,
강원도 평창군 용평면(4276035000),"3,080",,,,
강원도 평창군 진부면(4276036000),"8,619",,,,
강원도 평창군 대관령면(4276038000),"5,911",,,,
강원도 정선군 (4277000000),"36,059",,,,
강원도 정선군 정선읍(4277025000),"10,576",,,,
강원도 정선군 고한읍(4277025300),"4,453",,,,
강원도 정선군 사북읍(4277025600),"4,721",,,,
강원도 정선군 신동읍(4277025900),"1,828",,,,
강원도 정선군 신동읍함백출장소(4277026000),"1,582",,,,
강원도 정선군 남면(4277032000),"3,232",,,,
강원도 정선군 북평면(4277034000),"2,516",,,,
강원도 정선군 임계면(4277035000),"3,498",,,,
강원도 정선군 화암면(4277036000),"1,656",,,,
강원도 정선군 여량면(4277037000),"1,997",,,,
강원도 철원군 (4278000000),"44,171",,,,
강원도 철원군 철원읍(4278025000),"5,360",,,,
강원도 철원군 김화읍(4278025300),"3,523",,,,
강원도 철원군 갈말읍(4278025600),"11,989",,,,
강원도 철원군 동송읍(4278025900),"15,282",,,,
강원도 철원군 서면(4278031000),"1,928",,,,
강원도 철원군 서면와수출장소(4278031500),"3,749",,,,
강원도 철원군 근남면(4278032000),"2,233",,,,
강원도 철원군 근북면(4278033000),107,,,,
강원도 화천군 (4279000000),"24,506",,,,
강원도 화천군 화천읍(4279025000),"8,349",,,,
강원도 화천군 간동면(4279031000),"2,686",,,,
강원도 화천군 하남면(4279032000),"2,854",,,,
강원도 화천군 상서면(4279033000),"4,225",,,,
강원도 화천군 사내면(4279034000),"6,392",,,,
강원도 양구군 (4280000000),"22,172",,,,
강원도 양구군 양구읍(4280025000),"14,043",,,,
강원도 양구군 국토정중앙면(4280031500),"3,382",,,,
강원도 양구군 동면(4280032000),"2,102",,,,
강원도 양구군 방산면(4280033000),"1,327",,,,
강원도 양구군 해안면(4280034000),"1,318",,,,
강원도 인제군 (4281000000),"31,521",,,,
강원도 인제군 인제읍(4281025000),"9,878",,,,
강원도 인제군 인제읍귀둔출장소(4281025100),522,,,,
강원도 인제군 남면(4281031000),"3,890",,,,
강원도 인제군 북면(4281032000),"8,153",,,,
강원도 인제군 기린면(4281033000),"4,972",,,,
강원도 인제군 서화면(4281034000),"2,578",,,,
강원도 인제군 상남면(4281035000),"1,528",,,,
강원도 고성군 (4282000000),"26,743",,,,
강원도 고성군 간성읍(4282025000),"6,895",,,,
강원도 고성군 거진읍(4282025300),"6,204",,,,
강원도 고성군 현내면(4282031000),"2,377",,,,
강원도 고성군 죽왕면(4282032000),"3,698",,,,
강원도 고성군 토성면(4282033000),"7,569",,,,
강원도 양양군 (4283000000),"27,956",,,,
강원도 양양군 양양읍(4283025000),"12,632",,,,
강원도 양양군 서면(4283031000),"2,864",,,,
강원도 양양군 손양면(4283032000),"2,310",,,,
강원도 양양군 현북면(4283033000),"2,570",,,,
강원도 양양군 현남면(4283034000),"3,009",,,,
강원도 양양군 강현면(4283035000),"4,571",,,,
충청북도  (4300000000),"1,595,714",,,,
충청북도 청주시 (4311000000),"845,025",,,,
충청북도 청주시 상당구 (4311100000),"193,300",,,,
충청북도 청주시 상당구 낭성면(4311131000),"2,241",,,,
충청북도 청주시 상당구 미원면(4311132000),"4,926",,,,
충청북도 청주시 상당구 가덕면(4311133000),"3,890",,,,
충청북도 청주시 상당구 남일면(4311134000),"6,769",,,,
충청북도 청주시 상당구 문의면(4311135000),"3,970",,,,
충청북도 청주시 상당구 중앙동(4311152500),"6,819",,,,
충청북도 청주시 상당구 성안동(4311154500),"6,836",,,,
충청북도 청주시 상당구 탑대성동(4311162000),"8,751",,,,
충청북도 청주시 상당구 영운동(4311167000),"10,599",,,,
충청북도 청주시 상당구 금천동(4311168000),"30,873",,,,
충청북도 청주시 상당구 용담.명암.산성동(4311169000),"13,523",,,,
충청북도 청주시 상당구 용암1동(4311172000),"54,291",,,,
충청북도 청주시 상당구 용암2동(4311173000),"39,812",,,,
충청북도 청주시 서원구 (4311200000),"192,804",,,,
충청북도 청주시 서원구 남이면(4311231000),"10,107",,,,
충청북도 청주시 서원구 현도면(4311232000),"3,293",,,,
충청북도 청주시 서원구 사직1동(4311251000),"7,612",,,,
충청북도 청주시 서원구 사직2동(4311252000),"14,256",,,,
충청북도 청주시 서원구 사창동(4311253000),"14,740",,,,
충청북도 청주시 서원구 모충동(4311254000),"14,497",,,,
충청북도 청주시 서원구 산남동(4311255000),"26,596",,,,
충청북도 청주시 서원구 분평동(4311256000),"30,600",,,,
충청북도 청주시 서원구 수곡1동(4311257000),"13,506",,,,
충청북도 청주시 서원구 수곡2동(4311258000),"13,505",,,,
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),"44,092",,,,
충청북도 청주시 흥덕구 (4311300000),"265,571",,,,
충청북도 청주시 흥덕구 오송읍(4311325000),"23,796",,,,
충청북도 청주시 흥덕구 강내면(4311331000),"10,736",,,,
충청북도 청주시 흥덕구 옥산면(4311332000),"18,000",,,,
충청북도 청주시 흥덕구 운천.신봉동(4311370000),"16,975",,,,
충청북도 청주시 흥덕구 복대1동(4311374100),"51,172",,,,
충청북도 청주시 흥덕구 복대2동(4311374200),"16,012",,,,
충청북도 청주시 흥덕구 가경동(4311374700),"53,248",,,,
충청북도 청주시 흥덕구 봉명1동(4311375100),"9,757",,,,
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),"24,202",,,,
충청북도 청주시 흥덕구 강서제1동(4311376000),"28,360",,,,
충청북도 청주시 흥덕구 강서제2동(4311377000),"13,313",,,,
충청북도 청주시 청원구 (4311400000),"193,350",,,,
충청북도 청주시 청원구 내수읍(4311425000),"19,290",,,,
충청북도 청주시 청원구 오창읍(4311425300),"69,604",,,,
충청북도 청주시 청원구 북이면(4311431000),"4,612",,,,
충청북도 청주시 청원구 우암동(4311451000),"12,176",,,,
충청북도 청주시 청원구 내덕1동(4311452000),"8,526",,,,
충청북도 청주시 청원구 내덕2동(4311453000),"13,401",,,,
충청북도 청주시 청원구 율량.사천동(4311454000),"47,505",,,,
충청북도 청주시 청원구 오근장동(4311455000),"18,236",,,,
충청북도 충주시 (4313000000),"209,443",,,,
충청북도 충주시 주덕읍(4313025000),"4,818",,,,
충청북도 충주시 살미면(4313031000),"2,018",,,,
충청북도 충주시 수안보면(4313032500),"2,948",,,,
충청북도 충주시 대소원면(4313033500),"8,817",,,,
충청북도 충주시 신니면(4313035000),"2,971",,,,
충청북도 충주시 노은면(4313036000),"2,287",,,,
충청북도 충주시 앙성면(4313037000),"3,910",,,,
충청북도 충주시 중앙탑면(4313038500),"13,397",,,,
충청북도 충주시 금가면(4313039000),"3,798",,,,
충청북도 충주시 동량면(4313040000),"3,649",,,,
충청북도 충주시 산척면(4313041000),"2,259",,,,
충청북도 충주시 엄정면(4313042000),"3,198",,,,
충청북도 충주시 소태면(4313043000),"1,949",,,,
충청북도 충주시 성내.충인동(4313051500),"2,657",,,,
충청북도 충주시 교현.안림동(4313053500),"23,591",,,,
충청북도 충주시 교현2동(4313054000),"6,999",,,,
충청북도 충주시 용산동(4313055000),"15,388",,,,
충청북도 충주시 지현동(4313056000),"5,233",,,,
충청북도 충주시 문화동(4313057100),"9,525",,,,
충청북도 충주시 호암.직동(4313058000),"18,378",,,,
충청북도 충주시 달천동(4313060500),"3,730",,,,
충청북도 충주시 봉방동(4313061000),"9,322",,,,
충청북도 충주시 칠금.금릉동(4313062500),"14,516",,,,
충청북도 충주시 연수동(4313063000),"37,441",,,,
충청북도 충주시 목행.용탄동(4313064000),"6,644",,,,
충청북도 제천시 (4315000000),"132,542",,,,
충청북도 제천시 봉양읍(4315025000),"6,738",,,,
충청북도 제천시 금성면(4315031000),"1,928",,,,
충청북도 제천시 청풍면(4315032000),"1,275",,,,
충청북도 제천시 수산면(4315033000),"2,023",,,,
충청북도 제천시 덕산면(4315034000),"2,202",,,,
충청북도 제천시 한수면(4315035000),711,,,,
충청북도 제천시 백운면(4315036000),"3,253",,,,
충청북도 제천시 송학면(4315038000),"4,607",,,,
충청북도 제천시 교동(4315051000),"18,749",,,,
충청북도 제천시 의림지동(4315051800),"9,968",,,,
충청북도 제천시 중앙동(4315052800),"5,873",,,,
충청북도 제천시 남현동(4315053700),"4,876",,,,
충청북도 제천시 영서동(4315054700),"10,295",,,,
충청북도 제천시 용두동(4315056000),"17,959",,,,
충청북도 제천시 신백동(4315057700),"11,154",,,,
충청북도 제천시 청전동(4315059000),"15,614",,,,
충청북도 제천시 화산동(4315060500),"15,317",,,,
충청북도 보은군 (4372000000),"32,206",,,,
충청북도 보은군 보은읍(4372025000),"14,874",,,,
충청북도 보은군 속리산면(4372031500),"1,895",,,,
충청북도 보은군 장안면(4372032500),"1,463",,,,
충청북도 보은군 마로면(4372033000),"2,186",,,,
충청북도 보은군 탄부면(4372034000),"1,646",,,,
충청북도 보은군 삼승면(4372035000),"2,273",,,,
충청북도 보은군 수한면(4372036000),"1,907",,,,
충청북도 보은군 회남면(4372037000),742,,,,
충청북도 보은군 회인면(4372038500),"1,750",,,,
충청북도 보은군 내북면(4372039000),"1,683",,,,
충청북도 보은군 산외면(4372040000),"1,787",,,,
충청북도 옥천군 (4373000000),"50,337",,,,
충청북도 옥천군 옥천읍(4373025000),"29,020",,,,
충청북도 옥천군 동이면(4373031000),"3,212",,,,
충청북도 옥천군 안남면(4373032000),"1,409",,,,
충청북도 옥천군 안내면(4373033000),"1,910",,,,
충청북도 옥천군 청성면(4373034000),"2,351",,,,
충청북도 옥천군 청산면(4373035000),"2,998",,,,
충청북도 옥천군 이원면(4373036000),"4,181",,,,
충청북도 옥천군 군서면(4373037000),"2,253",,,,
충청북도 옥천군 군북면(4373038000),"3,003",,,,
충청북도 영동군 (4374000000),"46,577",,,,
충청북도 영동군 영동읍(4374025000),"20,471",,,,
충청북도 영동군 용산면(4374031000),"3,254",,,,
충청북도 영동군 황간면(4374032000),"4,318",,,,
충청북도 영동군 추풍령면(4374033500),"2,253",,,,
충청북도 영동군 매곡면(4374034000),"1,911",,,,
충청북도 영동군 상촌면(4374035000),"2,353",,,,
충청북도 영동군 양강면(4374036000),"3,173",,,,
충청북도 영동군 용화면(4374037000),989,,,,
충청북도 영동군 학산면(4374038000),"2,799",,,,
충청북도 영동군 양산면(4374039000),"1,834",,,,
충청북도 영동군 심천면(4374040000),"3,222",,,,
충청북도 증평군 (4374500000),"36,536",,,,
충청북도 증평군 증평읍(4374525000),"34,678",,,,
충청북도 증평군 도안면(4374531000),"1,858",,,,
충청북도 진천군 (4375000000),"84,118",,,,
충청북도 진천군 진천읍(4375025000),"29,980",,,,
충청북도 진천군 덕산읍(4375025300),"28,907",,,,
충청북도 진천군 덕산읍혁신도시출장소(4375025400),0,,,,
충청북도 진천군 초평면(4375032000),"3,194",,,,
충청북도 진천군 문백면(4375033000),"3,483",,,,
충청북도 진천군 백곡면(4375034000),"2,079",,,,
충청북도 진천군 이월면(4375035000),"6,063",,,,
충청북도 진천군 광혜원면(4375037000),"10,412",,,,
충청북도 괴산군 (4376000000),"37,688",,,,
충청북도 괴산군 괴산읍(4376025000),"9,881",,,,
충청북도 괴산군 감물면(4376031000),"2,125",,,,
충청북도 괴산군 장연면(4376032000),"1,933",,,,
충청북도 괴산군 연풍면(4376033000),"2,328",,,,
충청북도 괴산군 칠성면(4376034000),"3,118",,,,
충청북도 괴산군 문광면(4376035000),"2,169",,,,
충청북도 괴산군 청천면(4376036000),"5,120",,,,
충청북도 괴산군 청안면(4376037000),"3,415",,,,
충청북도 괴산군 사리면(4376039000),"2,766",,,,
충청북도 괴산군 소수면(4376040000),"2,066",,,,
충청북도 괴산군 불정면(4376041000),"2,767",,,,
충청북도 음성군 (4377000000),"92,407",,,,
충청북도 음성군 음성읍(4377025000),"16,799",,,,
충청북도 음성군 금왕읍(4377025300),"19,698",,,,
충청북도 음성군 소이면(4377031000),"2,875",,,,
충청북도 음성군 원남면(4377032000),"3,015",,,,
충청북도 음성군 맹동면(4377033000),"13,050",,,,
충청북도 음성군 대소면(4377034000),"15,645",,,,
충청북도 음성군 삼성면(4377035000),"6,882",,,,
충청북도 음성군 생극면(4377036000),"4,494",,,,
충청북도 음성군 감곡면(4377037000),"9,949",,,,
충청북도 단양군 (4380000000),"28,835",,,,
충청북도 단양군 단양읍(4380025000),"10,518",,,,
충청북도 단양군 매포읍(4380025300),"5,340",,,,
충청북도 단양군 대강면(4380031000),"2,472",,,,
충청북도 단양군 가곡면(4380032000),"2,071",,,,
충청북도 단양군 영춘면(4380033000),"3,262",,,,
충청북도 단양군 어상천면(4380034000),"1,919",,,,
충청북도 단양군 적성면(4380035000),"1,529",,,,
충청북도 단양군 단성면(4380036000),"1,724",,,,
충청남도  (4400000000),"2,115,823",,,,
충청남도 천안시 (4413000000),"657,549",,,,
충청남도 천안시 동남구 (4413100000),"256,931",,,,
충청남도 천안시 동남구 목천읍(4413125000),"24,296",,,,
충청남도 천안시 동남구 풍세면(4413131000),"4,128",,,,
충청남도 천안시 동남구 광덕면(4413132000),"4,314",,,,
충청남도 천안시 동남구 북면(4413133000),"4,333",,,,
충청남도 천안시 동남구 성남면(4413134000),"3,201",,,,
충청남도 천안시 동남구 수신면(4413135000),"2,298",,,,
충청남도 천안시 동남구 병천면(4413136000),"6,041",,,,
충청남도 천안시 동남구 동면(4413137000),"2,113",,,,
충청남도 천안시 동남구 중앙동(4413151000),"5,472",,,,
충청남도 천안시 동남구 문성동(4413152000),"3,729",,,,
충청남도 천안시 동남구 원성1동(4413153000),"8,733",,,,
충청남도 천안시 동남구 원성2동(4413154000),"9,357",,,,
충청남도 천안시 동남구 봉명동(4413155000),"18,135",,,,
충청남도 천안시 동남구 일봉동(4413156000),"23,516",,,,
충청남도 천안시 동남구 신방동(4413157000),"44,940",,,,
충청남도 천안시 동남구 청룡동(4413158000),"55,618",,,,
충청남도 천안시 동남구 신안동(4413159000),"36,707",,,,
충청남도 천안시 서북구 (4413300000),"400,618",,,,
충청남도 천안시 서북구 성환읍(4413325000),"24,144",,,,
충청남도 천안시 서북구 성거읍(4413325300),"21,770",,,,
충청남도 천안시 서북구 직산읍(4413325600),"19,866",,,,
충청남도 천안시 서북구 입장면(4413331000),"8,484",,,,
충청남도 천안시 서북구 성정1동(4413351000),"15,931",,,,
충청남도 천안시 서북구 성정2동(4413352000),"25,782",,,,
충청남도 천안시 서북구 쌍용1동(4413353000),"14,012",,,,
충청남도 천안시 서북구 쌍용2동(4413354000),"37,680",,,,
충청남도 천안시 서북구 쌍용3동(4413355000),"18,956",,,,
충청남도 천안시 서북구 백석동(4413356000),"40,630",,,,
충청남도 천안시 서북구 불당동(4413356500),"69,895",,,,
충청남도 천안시 서북구 부성1동(4413358000),"46,471",,,,
충청남도 천안시 서북구 부성2동(4413359000),"56,997",,,,
충청남도 공주시 (4415000000),"103,839",,,,
충청남도 공주시 유구읍(4415025000),"7,353",,,,
충청남도 공주시 이인면(4415031000),"3,241",,,,
충청남도 공주시 탄천면(4415032000),"2,974",,,,
충청남도 공주시 계룡면(4415033000),"5,486",,,,
충청남도 공주시 반포면(4415034000),"4,237",,,,
충청남도 공주시 의당면(4415036000),"4,670",,,,
충청남도 공주시 정안면(4415037000),"4,628",,,,
충청남도 공주시 우성면(4415038000),"5,220",,,,
충청남도 공주시 사곡면(4415039000),"2,913",,,,
충청남도 공주시 신풍면(4415040000),"3,208",,,,
충청남도 공주시 중학동(4415051000),"4,573",,,,
