상호,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,2017년 자산,2017년 부채,2017년 자본,2017년 매출액,2017년 영업이익,2017년 당기순이익,2020년 개점,2020년 폐지,2020년 명의변경,2019년 개점,2019년 폐지,2019년 명의변경,2018년 개점,2018년 폐지,2018년 명의변경,2017년 개점,2017년 폐지,2017년 명의변경,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,
(주)한고집,김성은,한식,2019.04.02,2020.02.03,00  -  1544  -  3581,0504  -  463  -  3703,우 : 41729 대구광역시 서구 달서천로83길 23 (원대동3가),법인,170111  -  0717473,732  -  81  -  01712,0,0,0,0,0,0,8638,0,8638,0,-1667,-1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
굿웰푸드(세븐치킨),김동수,치킨,..,2019.10.28,00  -  1811  -  9916,00  -  000  -  0000,우 : 51132 경상남도 창원시 의창구 동읍 의창대로 947-4 굿웰푸드(세븐치킨),개인,  -  ,274  -  46  -  00458,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,
주식회사 비에프씨,김동범,치킨,2020.06.29,2020.07.01,00  -  1899  -  9572,00  -  000  -  0000,우 : 41544 대구광역시 북구 산격로6길 11 1층,법인,170111  -  0777899,428  -  87  -  01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,26,0,0,0,0,0,0,0,0,
(주)다이노에프에스,임진철,기타 외식,2011.12.28,2012.01.12,02  -  1688  -  9213,02  -  323  -  9213,우 : 12776 경기도 광주시 경충대로 1801 삼진글로벌넷 B동 404호,법인,134211  -  0126113,126  -  86  -  48090,0,0,0,0,0,0,3087648,1399491,1688157,8549386,107026,88883,2996926,1397651,1599275,7174849,23089,33884,3027752,1462362,1565390,7840339,68939,38832,0,0,0,2,2,0,0,23,1,3,11,3,0,0,0,
(주)피쉐프코리아,박기태,제과제빵,2015.12.15,2015.12.15,  -  1577  -  6876,053  -  256  -  0192,우 : 41921 대구광역시 중구 북성로4길 43 -,법인,170111  -  0588410,454  -  87  -  00299,0,0,0,0,0,0,4098643,3016922,1081721,6797139,-566280,-354636,4068774,2959948,1108826,8523108,223464,148336,3692770,2732280,960490,8194146,226475,103451,0,0,0,1,10,8,4,5,1,3,6,6,0,0,0,
국물집,안지형,한식,..,2010.02.01,032  -  561  -  0796,032  -  561  -  0797,우 : 22763 인천광역시 서구 청라커낼로 229-16 1층,개인,  -  ,210  -  15  -  43027,0,0,0,0,0,0,53689,887,52802,380438,19324,25387,53894,1478,52416,250874,18871,23567,51263,3915,47348,231628,1452,4672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
레디투잇,박지수,한식,..,2020.08.03,02  -  0000  -  0000,02  -  0000  -  0000,우 : 03712 서울특별시 서대문구 모래내로 151 101동 201호,개인,  -  ,860  -  63  -  00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)지에프코리아,이병위,한식,2012.10.10,2012.09.03,032  -  508  -  9592,032  -  505  -  3735,"우 : 21414 인천광역시 부평구 경인로1009번길 15 (부평동, 1층)",법인,120111  -  0629818,122  -  86  -  27924,0,0,0,0,0,0,343811,153330,190481,2220187,132992,140098,186388,136006,50382,1573401,54939,62881,163416,175915,-12499,1355809,160,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
야소반,박우명,분식,..,2020.11.30,070  -  8128  -  8086,070  -  8285  -  8086,우 : 07226 서울특별시 영등포구 영중로 140 5층 A21호,개인,  -  ,564  -  09  -  01582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
빅스타푸드,배진수,한식,..,2020.12.01,00  -  1833  -  3286,00  -  000  -  0000,우 : 34360 대전광역시 대덕구 대전로1364번길 17-5 (읍내동),개인,  -  ,105  -  51  -  76637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
난나르협동조합,김범준,기타 외식,2020.03.25,2020.04.27,070  -  1670  -  9956,0  -  0  -  0,우 : 38324 경상북도 청도군 화양읍 진라2길 11 1층,법인,174951  -  0003191,302  -  88  -  01897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
태산FC,민형기,기타 외식,..,2020.11.01,  -  1566  -  9177,  -    -  ,우 : 21376 인천광역시 부평구 부흥로123번길 36 201동 105호,개인,  -  ,197  -  69  -  00387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
(주)제이제이컴퍼니,이윤행,한식,2020.05.08,2020.05.08,055  -  286  -  8772,055  -  286  -  8772,"우 : 51496 경상남도 창원시 성산구 마디미로38번길 11 807호 (상남동, Nest빌딩)",법인,194211  -  0317281,275  -  88  -  01649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)옥상푸드빌,전성희,분식,2020.11.02,2020.11.02,042  -  252  -  9592,042  -  222  -  5400,우 : 34944 대전광역시 중구 중앙로 28 612호 센트럴스타클래스,법인,160111  -  0570774,191  -  86  -  02045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
농업회사법인다오세(유),김순녀,한식,2020.10.20,2020.10.21,063  -  545  -  7060,  -    -  ,우 : 54396 전라북도 김제시 도작7길 84 (신풍동),법인,214814  -  0023083,597  -  88  -  01817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
샥샥에프앤비㈜,유지원,한식,2020.02.07,2020.02.07,00  -  1811  -  7981,0000  -  0000  -  0000,우 : 42155 대구광역시 수성구 청수로9길 39 1층(중동),법인,170111  -  0756869,754  -  88  -  01536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
신존F&B힘찬푸드정,전상구,한식,..,2017.05.25,00  -  1522  -  1439,0000  -  0000  -  0000,우 : 41112 대구광역시 동구 안심로49길 35 101호(서호동),개인,  -  ,356  -  07  -  00601,0,0,0,0,0,0,0,0,0,86349,0,0,0,0,0,17125,0,0,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)더조은컴퍼니,임효정,주점,2020.01.30,2020.02.03,00  -  1588  -  4861,063  -  221  -  4522,우 : 54999 전라북도 전주시 완산구 충경로 23 1층(중앙동1가),법인,210111  -  0150385,296  -  81  -  01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
양예유통,구정연,주점,..,2016.11.24,02  -  1599  -  5504,032  -  674  -  3347,우 : 21917 인천광역시 연수구 청명로31번길 15 (청학동),개인,  -  ,209  -  40  -  83813,0,0,0,0,0,0,0,0,0,415749,0,0,0,0,0,276695,0,0,0,0,0,131813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)KWF&B,허경욱,기타 외국식,2020.06.02,2020.06.05,15  -  99  -  6898,0  -  0  -  0,"우 : 31156 충청남도 천안시 서북구 불당33길 22 8층 804호 (불당동, 고은타워)",법인,161511  -  0273543,677  -  87  -  01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)KWF&B,허경욱,한식,2020.06.02,2020.06.05,15  -  99  -  6898,0  -  0  -  0,"우 : 31156 충청남도 천안시 서북구 불당33길 22 8층 804호 (불당동, 고은타워)",법인,161511  -  0273543,677  -  87  -  01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)KWF&B,허경욱,한식,2020.06.02,2020.06.05,02  -  1599  -  6898,0  -  0  -  0,"우 : 31156 충청남도 천안시 서북구 불당33길 22 8층 804호 (불당동, 고은타워)",법인,161511  -  0273543,677  -  87  -  01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)라온푸드,윤종일,치킨,2020.11.03,2020.11.06,00  -  1522  -  5292,00  -  000  -  0000,우 : 42505 대구광역시 남구 삼정길 42-1 1층(봉덕동),법인,170111  -  0793225,249  -  87  -  02074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
모던한식당,김유성,한식,..,2020.10.01,0  -  1588  -  8697,0  -  0  -  0,우 : 14608 경기도 부천시 중동로147번길 39 1층 일부호,개인,  -  ,866  -  22  -  01089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
예가,전준상,기타 외식,..,2013.06.11,031  -  477  -  8062,031  -  477  -  8064,"우 : 16101 경기도 의왕시 까치골길 22 상가동 1층 111호(삼동, 한아름아파트)",개인,  -  ,138  -  11  -  89359,0,0,0,0,0,0,53185,25411,27774,261395,13571,13571,63855,39652,24203,433665,14862,14862,52586,20245,32341,214128,12579,18528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)진담,"한주희, 현상국",한식,2016.10.10,2016.10.13,15  -  88  -  7535,053  -  764  -  3455,우 : 41253 대구광역시 동구 동부로30길 100-5 3층,법인,170111  -  0618481,190  -  81  -  00447,0,0,0,0,0,0,2020274,1811703,208571,4286974,19638,260084,1988328,2039842,-51514,6192989,-160146,-89886,1227144,1188771,38373,2035428,-89376,-54459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)지앤디코퍼레이션,김기언,기타 외식,2020.11.13,2020.11.01,15  -  22  -  2276,  -    -  ,우 : 44232 울산광역시 북구 동해안로 1780 1층 103호,법인,230111  -  0341211,529  -  87  -  02117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)타베코리아,고도령,주점,2020.07.30,2020.08.01,00  -  1811  -  7466,031  -  755  -  1884,우 : 13373 경기도 성남시 중원구 둔촌대로 117 3층(성남동),법인,131111  -  0601003,605  -  87  -  01616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)복지유니온,장성오,한식,2011.11.14,2011.11.14,02  -  457  -  2988,02  -  457  -  2987,우 : 04993 서울특별시 광진구 자양로 247 2층,법인,110111  -  4728246,108  -  81  -  98898,0,0,0,0,0,0,1290752,2201334,-910582,6854146,-45734,180099,790535,1881217,-1090682,5394977,-460710,-690935,1104621,1504368,-399747,4938778,-23761,17062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)장수에프앤비,윤원찬,한식,2020.07.28,2020.07.28,053  -  1899  -  9237,053  -  802  -  0288,우 : 38582 경상북도 경산시 원효로40길 3 주2동(사동),법인,174811  -  0107014,409  -  86  -  55012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)위드인푸드,김복미,분식,2015.05.04,2015.05.04,02  -  1661  -  2821,031  -  957  -  8642,우 : 10867 경기도 파주시 하지석길 297 (하지석동),법인,284911  -  0138999,881  -  81  -  00107,0,0,0,0,0,0,5225873,4201875,1023998,10371706,377040,341361,3172329,2449692,722637,7417251,397342,372311,1037144,696819,340325,4425147,227978,214768,0,0,0,45,13,12,41,5,6,26,1,2,0,0,0,
(주)바름컴퍼니,황현준,분식,2019.08.22,2019.08.22,044  -  866  -  4991,00  -  000  -  0000,우 : 30100 세종특별자치시 달빛로 226 2층(아름동),법인,164711  -  0089943,383  -  81  -  01543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)에스이엔에프씨,김미행,한식,2019.01.08,2019.01.10,02  -  1833  -  4894,070  -  4855  -  4800,우 : 12902 경기도 하남시 미사강변한강로155 8층 807호,법인,110111  -  6976950,416  -  87  -  01184,0,0,0,0,0,0,31914,96864,-64950,43084,-165634,-164950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)길성이,윤기한,한식,2005.11.02,2005.12.01,043  -  296  -  1150,043  -  296  -  1154,우 : 28149 충청북도 청주시 청원구 내수읍 초정약수로 484 1층,법인,150111  -  0091996,301  -  81  -  87608,0,0,0,0,0,0,3706086,1886933,1819153,2083673,92890,153327,2232623,566797,1665826,2213192,158455,181920,1924972,441066,1483906,2156223,215472,227380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)마양푸드,김정훈,중식,2019.07.31,2019.08.01,00  -  1588  -  8850,053  -  741  -  7438,우 : 41943 대구광역시 중구 달구벌대로 2131-2 4층(봉산동),법인,170111  -  0733081,620  -  87  -  01556,0,0,0,0,0,0,133709,36682,97027,83782,-2973,-2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
(주)소디프비앤에프,백운학 외1인,분식,1991.05.17,1991.06.12,070  -  7100  -  1529,031  -  947  -  7582,우 : 36059 경상북도 영주시 가흥공단로 59-144 상줄동,법인,175611  -  0001326,512  -  81  -  01914,0,0,0,0,0,0,72865640,52672809,20192831,42097697,295269,1696739,73954274,53320516,20633758,40754545,684696,37708,66434619,45838570,20596049,38816050,184263,201840,0,0,0,12,14,3,29,7,0,17,4,2,0,0,0,
(주)류장군,유기수,기타 외식,2018.05.25,2018.06.08,02  -  578  -  5557,00  -  000  -  0000,우 : 06730 서울특별시 서초구 강남대로39길 6-7 174호,법인,110111  -  6761856,480  -  81  -  01048,0,0,0,0,0,0,0,6580,-6580,83871,-10998,-10960,160983,156603,4380,170729,-45619,-45620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
티볼리파스타푸드,홍동기 최소라,서양식,..,2019.12.01,041  -  565  -  2218,00  -  000  -  0000,우 : 31197 충청남도 천안시 동남구 청수10길 22 101호(청당동),개인,  -  ,173  -  34  -  00623,0,0,0,0,0,0,0,0,0,98716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
평리동칠리동수네통닭,이계화,치킨,..,2000.07.01,053  -  561  -  6324,000  -  0000  -  0000,우 : 41815 대구광역시 서구 국채보상로66길 3 3호(평리동),개인,  -  ,503  -  09  -  29514,0,0,0,0,0,0,62496,19673,42823,479143,38723,43976,64869,28022,36847,497649,40927,46780,47888,30821,17067,448685,31779,36779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
스테이크삼겹컨설팅,조형호,한식,..,2020.10.15,062  -  265  -  2733,062  -  251  -  8992,우 : 57346 전라남도 담양군 담양읍 미리산길 46 204동 410호,개인,  -  ,488  -  04  -  02036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)패대기에프앤비,변정열,기타 외식,2020.09.22,2020.09.22,00  -  1800  -  1544,00  -  000  -  0000,우 : 62279 광주광역시 광산구 월계로 223-7 5층 501호(쌍암동),법인,200111  -  0612212,291  -  87  -  02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
지엘라온(주),김상목,기타 외식,2011.07.29,2011.10.01,031  -  971  -  3365,000  -  0000  -  0000,우 : 10486 경기도 고양시 덕양구 서정마을2로7번길 27-13 201호,법인,285011  -  0201305,128  -  86  -  65469,0,0,0,0,0,0,394557,307837,86720,1070968,6609,3325,436934,353538,83396,1126746,5975,3053,352117,271775,80342,1274755,9763,7691,0,0,0,1,1,0,1,0,1,2,1,5,0,0,0,
피자메카컴퍼스,손인주,피자,..,2020.07.20,02  -  6407  -  7177,0000  -  0000  -  0000,"우 : 01857 서울특별시 노원구 동일로 1041 , 4층 (은성빌딩)",개인,  -  ,560  -  08  -  01415,0,0,0,0,0,0,97039,52432,44607,483156,43320,44606,0,0,0,294722,0,0,0,0,0,4418,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
(주)수촌마을,정장우,한식,2020.08.24,2020.08.24,031  -  269  -  2370,0504  -  074  -  8121,우 : 18303 경기도 화성시 봉담읍 동화새터길 45-7 1층,법인,134811  -  0577091,666  -  86  -  01894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)소진담컬쳐,정규찬,제과제빵,2017.06.29,2017.10.01,031  -  791  -  4959,0  -  0  -  0,우 : 12900 경기도 하남시 미사동로40번길 178-42 (미사동),법인,135711  -  0121766,802  -  86  -  00939,0,0,0,0,0,0,430589,364800,65789,643678,90215,86443,380916,401570,-20654,565384,-22178,-24237,404206,400622,3584,35875,-46693,-46416,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,
(주)하연푸드,진시하,치킨,2020.03.25,2020.04.01,02  -  512  -  6594,02  -  512  -  6596,우 : 06245 서울특별시 강남구 논현로79길 53 1층,법인,110111  -  7437620,171  -  87  -  01812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)피플앤푸드,김종원,한식,2016.02.05,2016.02.15,0  -  1522  -  8639,0  -  0  -  0,"우 : 16489 경기도 수원시 팔달구 권광로 197 제6층 제669호(인계동, 남현프라자)",법인,110111  -  5969609,899  -  87  -  00319,0,0,0,0,0,0,746674,697136,49538,505185,29260,17436,660006,627905,32101,463750,36056,15947,460661,444507,16154,522687,24546,14361,0,0,0,1,5,0,5,3,0,3,0,0,0,0,0,
빵드밀(주),윤기영,제과제빵,2017.11.16,2017.11.24,  -  1833  -  6938,02  -  488  -  7910,우 : 15202 경기도 안산시 상록구 원당골2길 53 (수암동),법인,110111  -  6570140,787  -  88  -  00861,0,0,0,0,0,0,492484,441512,50972,1334413,13392,15189,302445,266663,35782,842741,47465,41902,102113,108234,-6121,21258,-15126,-16120,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
(주)귀남,김성희,치킨,2013.10.16,2013.11.14,02  -  1600  -  8328,02  -  6225  -  5242,우 : 12986 경기도 하남시 초이로44번길 28 1층(초이동),법인,110111  -  5246916,206  -  86  -  83428,0,0,0,0,0,0,1665646,135775,1529871,5626161,662809,648221,1346045,449395,896650,4372491,363394,368942,659354,116647,542707,3313842,209325,232949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)초심에프앤씨,변인배,일식,2015.11.13,2015.11.13,031  -  718  -  4321,031  -  718  -  4322,"우 : 13595 경기도 성남시 분당구 백현로101번길 17 303,304호(수내동,초림프라자)",법인,131111  -  0429025,133  -  86  -  00231,0,0,0,0,0,0,251621,828349,-576728,1202429,106884,139300,238357,954386,-716029,748698,-101548,-80001,181205,817232,-636027,350894,-318969,-325656,0,0,0,32,10,1,35,1,1,3,0,0,0,0,0,
에스티씨프랜차이저,박두하,서양식,..,2015.06.01,02  -  2661  -  5528,02  -  2661  -  5529,"우 : 07803 서울특별시 강서구 마곡동로4길 15 601호, 602호(마곡동, 엠펠리체)",개인,  -  ,713  -  18  -  00101,0,0,0,0,0,0,1712604,1155720,556884,7086460,347806,202010,1139788,826915,312873,5832826,312429,312445,339764,346960,-7196,2371283,102916,102959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
에스티씨프랜차이저,박두하,분식,..,2015.06.01,02  -  2661  -  5528,02  -  2661  -  5529,"우 : 07803 서울특별시 강서구 마곡동로4길 15 601호, 602호(마곡동, 엠펠리체)",개인,  -  ,713  -  18  -  00101,0,0,0,0,0,0,1712604,1155720,556884,7086460,347806,202010,1139788,826915,312873,5832826,312429,312445,339764,346960,-7196,2371283,102916,102959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)푸드소닉스,김지회,기타 외식,2020.12.23,2018.05.10,02  -  1522  -  3879,  -    -  ,"우 : 22736 인천광역시 서구 중봉대로586번길 9-11 203호(청라동,청라매그놀리아)",법인,120111  -  1111880,159  -  88  -  01880,0,0,0,0,0,0,266961,123940,143021,1387004,82803,112778,486118,257300,228818,1036636,64261,79898,144837,73736,71101,702661,50651,60132,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,
(주)채움푸드,임채용,치킨,2014.03.20,2014.04.01,0  -  1588  -  7327,032  -  653  -  8869,우 : 21073 인천광역시 계양구 아나지로443번길 14 2층 (서운동),법인,121111  -  0266859,130  -  86  -  91204,0,0,0,0,0,0,1486446,593255,893191,10495292,-745417,-744267,2103991,466532,1637459,11916106,332778,172491,2281349,816382,1464967,13781762,721847,563467,0,0,0,2,45,3,11,86,13,167,0,0,0,0,0,
(주)채움푸드,임채용,치킨,2014.03.20,2014.04.01,0  -  1588  -  7327,032  -  653  -  8869,우 : 21073 인천광역시 계양구 아나지로443번길 14 2층,법인,121111  -  0266859,130  -  86  -  91204,0,0,0,0,0,0,1486446,593255,893191,10495292,-745417,-744267,2103991,466532,1637459,11916106,332778,172491,2281349,816382,1464967,13781762,721847,563467,0,0,0,19,58,35,29,65,28,34,61,39,0,0,0,
본아이에프(주),김철호,한식,2004.07.20,2004.07.20,02  -  1644  -  6288,02  -  730  -  1530,"우 : 07268 서울특별시 영등포구 선유로 165 (양평동3가,와이피센터) 6층",법인,110111  -  3053339,101  -  86  -  07256,0,0,0,0,0,0,100216871,31991128,68225743,212736622,348687,-2219156,100730254,66519970,34210284,206998945,7063646,2323047,53457971,21570734,31887237,172786466,8524119,5681930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)디엔에이글로벌푸드컴퍼니,권대윤,분식,2020.11.10,2020.11.13,02  -  1544  -  3429,070  -  4046  -  5183,"우 : 06178 서울특별시 강남구 테헤란로 504 4층(대치동,해성1빌딩)",법인,110111  -  7679206,750  -  86  -  02053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
만호CS,김성일,기타 외식,..,2019.11.27,00  -  1577  -  1583,031  -  000  -  0000,"우 : 15862 경기도 군포시 번영로 502 ,406호(금정동, 성보비지니스센터)",개인,  -  ,619  -  19  -  63489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
올바른친구들,조신자,한식,..,2020.05.01,032  -  569  -  2888,0504  -  192  -  2888,우 : 22850 인천광역시 서구 정서진8로 5 401호 3층,개인,  -  ,508  -  60  -  00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)프랜푸드,옥광세,치킨,2007.03.23,2007.04.02,053  -  356  -  3664,053  -  383  -  0042,우 : 41503 대구광역시 북구 검단북로2길 6 (산격동),법인,170111  -  0328733,503  -  81  -  75746,0,0,0,0,0,0,19741967,14384248,5357719,29732265,-565548,-1031262,19116184,12427203,6688981,34640317,1869634,540353,18579044,12130416,6448628,35964644,812587,330169,0,0,0,38,42,30,20,38,30,31,27,21,1,0,0,
(주)엘에이치지,최순남,분식,2008.10.31,2008.10.31,031  -  322  -  0600,031  -  334  -  7931,우 : 17166 경기도 용인시 처인구 원삼면 죽양대로1588번길 1 주식회사 엘에이치지,법인,110111  -  3993139,119  -  86  -  12269,0,0,0,0,0,0,2155742,1486315,669427,4114711,-633790,-612055,2858418,1539365,1319053,3864991,159163,158593,1897424,736966,1160458,2182407,263481,253272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)엘에이치지,최순남,한식,2008.10.31,2008.10.31,031  -  322  -  0600,031  -  334  -  7931,우 : 17166 경기도 용인시 처인구 원삼면 죽양대로1588번길 1 주식회사 엘에이치지,법인,110111  -  3993139,119  -  86  -  12269,0,0,0,0,0,0,2155742,1486315,669427,4114711,-633790,-612055,2858418,1539365,1319053,3864991,159163,158593,1897424,736966,1160458,2182407,263481,253272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
찬에프씨,김찬아,한식,..,2020.10.22,031  -  584  -  5044,031  -  585  -  5044,우 : 12455 경기도 가평군 청평면 호명리길 1 3층(황금빌딩),개인,  -  ,620  -  15  -  67245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)켄싱턴월드,윤성대,제과제빵,2008.09.02,2008.09.02,070  -  4741  -  4411,02  -  588  -  0635,우 : 24767 강원도 고성군 토성면 신평골길 8-25 켄싱턴리조트설악밸리,법인,110111  -  3964172,104  -  86  -  16749,0,0,0,0,0,0,934553,1521229,-586676,197989,-100101,-254893,1010031,7910134,-6900103,296951,-65648,-121451,720903,7600503,-6879600,1930552,-528860,-783972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
맥켄지,한소영,커피,..,2015.04.30,02  -  702  -  6323,  -    -  ,우 : 04155 서울특별시 마포구 토정로37길 47-6 1층,개인,  -  ,871  -  06  -  00059,0,0,0,0,0,0,0,0,0,182968,0,0,0,0,0,176182,0,0,0,0,0,144379,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,
(주)그레닉스,김종헌,커피,2012.06.13,2012.06.12,02  -  512  -  6257,070  -  7561  -  6257,"우 : 15845 경기도 군포시 공단로140번길 37 4층(당정동, 두림빌딩)",법인,110111  -  4890483,120  -  87  -  84324,0,0,0,0,0,0,17684648,13873971,3810677,24114427,1264715,702585,16367304,13192352,3174952,20134965,1205258,572458,11694405,8947011,2747394,15303007,957454,627100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
(주)그레닉스,김종헌,치킨,2012.06.13,2012.06.12,02  -  512  -  6257,070  -  7561  -  6257,"우 : 15845 경기도 군포시 공단로140번길 37 4층(당정동, 두림빌딩)",법인,110111  -  4890483,120  -  87  -  84324,0,0,0,0,0,0,17684648,13873971,3810677,24114427,1264715,702585,16367304,13192352,3174952,20134965,1205258,572458,11694405,8947011,2747394,15303007,957454,627100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
