업종,브랜드,상호,최근 2년간 매출 증가율
한식,양평서울해장국 큰아들집,(주)정금F&C,-18.72
한식,어머나생고기,(주)스타프렌차이즈,-27.46
한식,어명이요,(주)에브릿,49.33
한식,어바웃샤브,(주)올어바웃푸드,1.42
한식,어부의 밥상,(주)라온유통,-13.59
한식,어죽이네철렵국,어죽이네철렵국,-18.19
한식,엉터리 해장국&감자탕&곱창전골,(주)엉터리,-37.8
한식,엉터리생고기,(주)엉터리,15.6
한식,엉터리생고기 두번째이야기 무한삼겹,(주)엉터리,12.63
한식,연안식당,(주)디딤,-29.65
한식,열선수애호박돼지국밥,(주)열선수푸드,-16.16
한식,예향정,"(주)디케이코리아(D.KKOREACo.,LTD)",-3.11
한식,옛날농장,(주)첨성대,2.02
한식,오늘한점,(주)우용에프앤비,-23.78
한식,오복미역,(주)오복푸드,-12.38
한식,오봉도시락,(주)오색만찬,-9.44
한식,오븐에 빠진 막창,오빠막창,-21.67
한식,오술차,(주)오술차,8.98
한식,온누리장작구이,(주)온누리푸드시스템,3.06
한식,온채당,(주)비본코리아,-10.61
한식,와촌식육식당,(주)와촌본가,2.86
한식,왔쏘,(주)다드림에프앤비,5.93
한식,용추골미궁순대,칠연푸드시스템,-70.29
한식,우거지품은순대국,(주)우품,-15.97
한식,우박집,(주)계경원,1.51
한식,우주최강도시락,(주)톡에프앤비,757.31
한식,울엄마 양평해장국,(주)울엄마푸드,-1.37
한식,울타리없는만두집,제이앤푸드,-6.54
한식,원가회관,(주)디아이디코리아,-38.4
한식,원조전통명가 통큰할매순대국,(주)세븐하베스트,-19.4
한식,원할머니,원앤원(주),1.33
한식,월선네,(주)맛있는상상,4.88
한식,월수금,월수금,10.93
한식,웰미가,(주)웰미가베스트푸드,50.32
한식,유가네 한우곰탕,(주)유가네,89.33
한식,유가네닭갈비,(주)바이올푸드글로벌,8.57
한식,육대장,(주)육대장,-9.93
한식,육마니 옛날전통육개장,육마니(주),1.85
한식,육수당,(주)에이치디푸드,-25.02
한식,육시리,티티씨에프,27.58
한식,육쌈냉면,(주)육쌈,-7.21
한식,육첩반상,(주)대세에프엔비,30.14
한식,육풍,(주)보담,2.83
한식,육회말투아웃,(주)수에프씨,33.92
한식,육회먹은연어,(주)비에프푸드,-3.47
한식,육회본가,(주)본가에프앤비,-7.5
한식,이동근선산뒷고기,근푸드시스템,-28.08
한식,이바돔 외식 Family,(주)이바돔,-18.64
한식,이바돔감자탕,(주)이바돔,-8.22
한식,이태리부대찌개,(주)지니어스,-12.26
한식,인생극장,(주)에이치티코리아,-16.67
한식,일차돌,(주)서래스터,-24.83
한식,일품양평해장국,(주)우분트,3.81
한식,일품장수미역,(주)장수푸드,-10.36
한식,자성화 맛집 코다리네,(주)자성화,16.89
한식,자연정가 양평해장국,(유)전라도푸드에프앤씨,-4.69
한식,장도뚝배기,지강에프앤비(주),1.45
한식,장수본가해장국,(주)장수엔터프라이즈,14.49
한식,장인족발608,(주)제이엠케이에스,14.14
한식,장충동왕족발보쌈,(주)장충동왕족발,-16.03
한식,잭아저씨족발&보쌈,(주)두레에프앤비,-15.41
한식,전주24시참편한39콩나물국밥,(주)참편한칭구,69.29
한식,전주남문조춘자토종피순대국,(주)비엔에스푸드,11.72
한식,전주옥,전주옥,-7.22
한식,전주팔미콩나물국밥,(주)베스트에프앤씨,-5.53
한식,전준수명품청기와감자탕,다니엘푸드,-2.98
한식,전통맛집 할매순대국,(주)한결엔터프라이즈,-3.46
한식,정가대박집,(주)정웅,-3.51
한식,정광석 항아리보쌈,더나은푸드,1.65
한식,제이브이엘(JVL)부대찌개,(주)제이브이엘,-1.64
한식,제주 흑다돈,영농조합법인돈마유통,16.39
한식,제주도야지판,(주)이바돔,-12.87
한식,제주면장,(주)북촌사람들,2.25
한식,제주몬트락,(주)모닥홀딩스,-14.52
한식,제주미향해장국,(주)미향에프엔비,4.58
한식,제주울어멍해장국,(주)바론에프앤비,-0.89
한식,조가네갑오징어,(주)조앤이푸드,-4.3
한식,조리고,조리고,9.67
한식,조마루감자탕,(주)조마루,12.32
한식,조선닭볶음탕,(주)잭팟,27.17
한식,조선화로집,(주)이바돔,40.91
한식,조이박꽃도새기,조이박푸드,-16.39
한식,조춘식동태탕찜,(주)조앤비컨설팅,-21.36
한식,족발3시30분,(주)타임에프앤씨,-12.07
한식,족발쌀롱,족발쌀롱,-0.9
한식,존가네,씨지에프(주),11.25
한식,종로직화쭈꾸미,종로푸드시스템(주),15.77
한식,주순희찌개마을시골촌,(주)순희에프앤비,-4.53
한식,주왕산삼계탕,(주)대가야,-5.37
한식,주원명가,농업회사법인(주)주원산오리,7.19
한식,지호한방삼계탕,(주)지호,0.78
한식,진배기 원조할매국밥,진배기,1.93
한식,진성아구찜,진성,-3.16
한식,진송추어탕,(주)우림에프씨,-85.42
한식,진이찬방,진이푸드(주),-1.85
한식,진한설렁탕담다,(주)놀부,-61.61
한식,집으로돼지,(주)메이에프앤에스,-52.15
한식,쪽찌,(주)마더푸드,-30.36
한식,쭈꾸미시스터즈,(주)제이알에프앤씨,16.75
한식,쭈꾸쭈꾸아,쭈꾸쭈꾸아,12.41
한식,차돌6키로,(주)디딤,-34.42
한식,차돌풍,농부의마음,-6.07
한식,착한돼지,(주)착한푸드,2.75
한식,참이맛감자탕,(주)참이맛,12.59
한식,참토우,(주)참토우,5.46
한식,채돈이,채돈이,-5.79
한식,채선당,(주)채선당,-6.19
한식,천사곱창,(주)식스텐비즈,-85.35
한식,천하제일족발,(주)훌랄라,62.1
한식,철뚝집,(주)브라더푸드시스템,6.97
한식,첨단돌솥감자탕,(주)디케이푸드,-73.31
한식,첫번째필족사랑,거성푸드(주),-10.81
한식,청국장과보리밥,농협회사법인(주)인건,17.63
한식,청기와뼈다귀해장국,청기와뼈다귀해장국,-5.84
한식,청실홍실,(주)푸드피플,-34.8
한식,청양일초,(주)청해,6.74
한식,청와삼대,(주)봄봄,-6.65
한식,청진동해장국,엘푸드,-10.35
한식,최용석의 뼈큰청진동해장국,(주)뚝심푸드,-26.16
한식,춘향골남원추어탕,(주)춘향골,34.18
한식,코다리밥상,(주)올댓컴퍼니,0.73
한식,코다차야,(주)코다,-7.57
한식,콩불,(주)8푸드,13.48
한식,콩시루,시루유통,7.9
한식,쿡친,마시굿,-3.81
한식,큰돈쪽쪽갈비,큰돈쪽쪽갈비,-25.46
한식,큰맘할매순대국,(주)보강엔터프라이즈,5.84
한식,큰정할매순대국,(주)휴앤지,5.18
한식,킹부대찌개테이크아웃,킹부대찌개테이크아웃본점,20.49
한식,킹콩부대찌개,(주)에스엘에프앤비,0.51
한식,태기산더덕순대,(주)푸드프랜,19.05
한식,토고리 옛날막창 소갈비살,(주)지에프코리아,23.77
한식,토정삼계탕,(주)우리모메,-24.64
한식,통뼈감자탕,(주)명가,-25.6
한식,통큰손쭈꾸미마을,(주)하늘샘,-19.61
한식,파주닭국수,(주)송정푸드,-3.78
한식,팔덕식당,MS푸드,15.52
한식,팔백국밥,팔백식품,6.51
한식,팔백집,(주)길품에프엔비,8.0
한식,팔색삼겹살,(주)8푸드,8.16
한식,하누소,(주)하누소푸드시스템,63.73
한식,하수련주왕산삼계탕,주왕산삼계탕부산경남본부,-14.03
한식,한가네숯불닭갈비,(주)한경코퍼레이션,-6.02
한식,한동길전통감자탕,한동길식품,-4.56
한식,한마음정육식당,(주)지피에프씨,14.22
한식,한모둠,(주)미라지식품,-0.45
한식,한방전주콩나물국밥,(주)한사랑푸드,3.71
한식,한솥,(주)한솥,5.32
한식,한신포차,(주)더본코리아,-0.66
한식,한옥마을전주비빔밥,(주)풍년에프씨,0.35
한식,한촌설렁탕,(주)이연에프엔씨,-0.11
한식,한통(한마리 통큰)정육식당,삼보미트&푸드,-10.08
한식,한패,(주)보성녹돈,21.78
한식,해까득,(주)제이오코리아월드,15.98
한식,현대옥,현대옥프랜차이즈,13.33
한식,현풍닭칼국수,신칼,26.93
한식,호세야오리바베큐,호세야(주),-1.45
한식,호수꼬치,(주)호수코리아,-17.16
한식,혼밥대장,(주)원더파트너스,93.69
한식,홍구등갈비,성우,5.46
한식,홍대칼국수와족발,(주)다온에프엔비,-19.14
한식,홍반장신의주찹쌀순대와감자탕,(주)홍반장,34.39
한식,홍익궁중전통육개장,(주)홍익푸드,4.99
한식,홍춘천,(주)훌랄라,37.05
한식,화사랑화로구이,(주)에프엘푸드시스템,7.08
한식,화성옥,화성옥,2.55
한식,화통삼,(주)행복한상상에프앤비,0.12
한식,화평동왕냉면,해피브릿지협동조합,-1.49
한식,황금코다리,(주)유니쉐프,-13.01
한식,황소갈비,(주)명성에프앤비,5.6
한식,황장군,(주)가우정푸드,8.88
한식,흑돼지 삼백식당,정상FC,8.63
