번호,상호,영업표지,대표자,등록번호,업종,링크
2794,MK에프에스,바로e생멸치국수,김태완,20161263,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85125
2793,고려홍삼삼계탕,삼계탕갈비탕고려홍삼삼계탕,강점숙,20151076,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85123
2792,온니닭,온니닭,한춘미,20200353,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84971
2791,(주)오제이푸드,오장동흥남집,윤재순,20171305,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84940
2790,가득찬푸드,묵소,박강덕,20171246,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84931
2789,포첸하우스(Phochenhouse),포첸하우스(Phochenhouse),오인숙,20180963,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84913
2788,한여사에프앤비(F&B),경산한여사네,김혁진,20160915,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84851
2787,(주)선호에프앤비,함흥제일 속초 코다리냉면,김종범,20200735,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84829
2786,트로이카,트로이카 (TROIKA),GOUTSOU ILIANA,20180637,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84641
2785,영산강오리탕,영산강오리탕,김치호,20180219,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84613
2784,참숯으로꾸운닭,참숯불에꾸운닭,박미경,20180616,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84612
2783,수생목푸드,수생목,김보라,20180364,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84611
2782,본가옛날통닭,본가옛날통닭,박우창,20171207,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84576
2781,명동닭튀김,명동닭튀김,김상훈,20171314,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84565
2780,딸부자꼬마김밥,딸부자꼬마김밥,신정준,20180831,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84548
2779,소보양본가,소보양본가,안창준,20190624,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84471
2778,최고갈비,최고갈비,손태호,20190904,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84417
2777,삼정코리아,3883 팔도실비집,이지훈,20151034,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84296
2776,토리스타씨앤에스(toristarC&S),토리스타특별한커피,"김현기, 정상호",20160917,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84295
2775,모두의곱창본점,모두의곱창,이한비,20190095,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84191
2774,맛있는영자씨네,맛있는영자씨네,이은희,20170896,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84184
2773,피굽남피자,피굽남피자,유성민,20190662,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84178
2772,제이앤에스,굴천지&초계국수,박정호,20170097,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84168
2771,우와,우와,김준영,20181136,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84033
2770,옥란식품,황금명태본가,최난옥,20200117,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83158
2769,(주)더드림홀딩스,카페드림,박영조,20120100414,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=82893
2768,(주)밥장인,밥장인돼지찌개,배대웅,20150553,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81012
2767,(주)씨앤푸드스토리,닭집에떡볶이,이성연,20190289,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=80135
2766,(주)씨앤푸드스토리,씨앤푸드스토리 청년떡볶이,이성연,20130386,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=80123
2765,(주)빅투,그램그램,임금옥,20130100431,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=79372
2764,한국피자헛(유),피자헛,임승대,20080100397,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=88109
2763,(주)에스앤에스숨,숨쉬는 순두부,이성민,20190623,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87370
2762,100푸드,백억하누,백승호,20201334,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87359
2761,피치랑,피치랑,이민제,20180917,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87108
2760,고집불통식빵싸부,고집불통 식빵싸부,이성규,20171208,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85371
2759,맛있지요F&C,한입김밥,공원배,20110300016,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85362
2758,골치기,골치기,이원석,20130491,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85256
2757,(주)해피랜드에프엔비,탭플레이(TAPLAY),임남희,20160102,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84876
2756,푸드삼성,오커치킨,박태동,20140035,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84496
2755,푸드삼성,해뜰닭,박태동,20140032,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84494
2754,(주)제이케이글로벌,야들리애,박정근,20090100067,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83116
2753,칠성발효묵은지,강찜찌,김도영,20191250,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=82332
2752,농업회사법인구삐(주),금강산감자탕,김현익,20080200291,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81243
2751,(주)코미니,코미니꼬마김밥,유나현,20180952,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81046
2750,79푸드컴퍼니(주),79네수육국밥,윤용현,20170182,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84521
2749,블레스롤가맹본부,블레스롤(Bless Roll),한아랑,20150658,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84511
2748,위드몬,샤브쌈주머니,김성용,20120500045,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84430
2747,제이엠(JM)푸드코리아,최숙이네,박중무,20130188,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84423
2746,설원식품,몽키스비어,조유준,20180990,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84386
2745,CasaDelCaffeVergnanoS.P.A.,Caffe Vergnano 1882 (카페 베르냐노 1882),Carolina Vergnano,20201323,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87869
2744,(주)편백가,육분삼십,정연진,20180091,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87634
2743,무모한초밥,무모한 초밥,안정윤,20201327,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87603
2742,(주)비에스그룹,버거스페이스(BURGER SPACE),손현우,20201326,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87558
2741,(주)밥장인,닭일배송,배대웅,20201328,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87271
2740,(주)유방녕,만추,최창조,20200155,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86699
2739,(주)유방녕,명장반점,최창조,20200156,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86698
2738,큰돈쪽쪽갈비,큰돈쪽쪽갈비,김영환,20150074,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84735
2737,골라먹는피제이(PJ)피자,피제이(PJ)피자,"진명훈,박천호",20180959,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84703
2736,릴라식품,릴라돈가스,이선희,20120300046,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84624
2735,불위에서노는닭,불위에서노는닭,이윤미,20191172,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84402
2734,(주)어다한,범표어묵,이규민,20181312,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84384
2733,(주)어다한,어다한,이규민,20180918,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84383
2732,반반스프링스,반반스프링스커피(BANBANSPRINGS COFFEE),강영모,20191280,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84378
2731,화꾸소흑도새기,대패갑1900,최경숙,20190843,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84347
2730,심야라멘트럭,심야라멘트럭,박동민,20191338,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84318
2729,진배족발,진배족발,김도이,20161270,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84293
2728,BALENASIXCOFFEECOMPANY,커피가예쁘다,김승현,20110300022,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84245
2727,(주)빈스앤로스터리코리아,빈스빈스,김기환,20090100314,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83441
2726,(주)홍리에프앤씨,홍리마라탕,정재욱,20180872,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=82799
2725,(주)사나이에프씨,바른사나이뚝배기,이성훈,20170298,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=78974
2724,(주)채선당,채선당도시락&샐러드,김익수,20200017,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=88021
2723,서민에프엔씨,서민반찬,이지승,20201319,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87779
2722,홍익스테이크청라본점,홍익스테이크,김도식,20200928,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87724
2721,(주)장집,수왕초장집,이정락,20201318,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87670
2720,(주)한배에프씨,원투쓰리포차,이석원,20201317,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87625
2719,서가김푸드,서가 김푸드 연수해물나라,"서인환, 감애란",20170181,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87575
2718,(주)한잔,잔들리아,김우영,20201316,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87561
2717,(주)조앤박,원투에그,박주미,20201325,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87531
2716,(주)참조은,윤옥연할매떡볶이,정석곤,20201322,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87490
2715,낭만장작누룽지통닭구이,낭만장작,이상화,20191414,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87483
2714,(주)세광그린푸드리테일,세광양대창,김슬기,20190916,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87432
2713,(주)세광그린푸드리테일,통큰숯불갈비,김슬기,20200954,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87412
2712,(주)세광그린푸드리테일,통큰삼겹,김슬기,20200608,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87411
2711,(주)세광그린푸드리테일,오목집,김슬기,20180455,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87408
2710,(주)세광그린푸드리테일,세광교대이층집,김슬기,20170719,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87406
2709,(주)세광그린푸드리테일,세광교대골목집,김슬기,20190541,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87404
2708,(주)세광그린푸드리테일,세광교대갈비집,김슬기,20180745,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87402
2707,(주)키푸디,CROCRO (크로크로),"권옥지, 김지안",20141082,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87300
2706,(주)지에프코리아,막창로2가 항아리 곱창집,이병위,20190237,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87196
2705,(주)김승용에프에스,용범이네 노상통닭,김승용,20191169,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87124
2704,(주)7번가사람들,7번가피자,양명덕,20090300004,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86693
2703,(주)육십오도씨,cafe65℃,이규진,20150484,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86202
2702,(주)코나헤이븐코리아,코나헤이븐(KONA HAVEN),한인종,20200058,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86197
2701,(주)고피자,고피자(GOPIZZA),임재원,20180511,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86116
2700,(주)오리지널시카고피자,오리지널시카고,박인숙,20150140,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86004
2699,와이블랙,와이블랙,김정숙,20190771,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85373
2698,하우돈곱창,하우돈곱창,정연순,20160493,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85216
2697,조리고,조리고,김종훈,20170927,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85209
2696,따봉시래기,따봉시래기,차정학,20170860,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84301
2695,(주)빅쭌푸드,빅쭌부대찌개,길윤식,20181029,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84262
2694,BRD백록담,BRD백록담,안수현,20100600034,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84194
2693,(주)실버축산,노상치킨,권봉만,20200553,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84132
2692,모던푸드,제콩 제크와 콩나물불고기,김선호,20200626,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84099
2691,미소육화푸드시스템,보노프,윤현상,20191212,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84012
2690,미소육화푸드시스템,미소육화,윤현상,20170514,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84011
2689,더족푸드,더맛있는족발보쌈,이정석,20191099,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84009
2688,블랙캡컴퍼니,블랙캡피자,김동설,20191139,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=82532
2687,(주)한국창업능률개발원,노포식당,권순만,20200132,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81207
2686,여수돌문어,0919여수돌문어,윤대기,20190547,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=80293
2685,(주)아티스티,아티스티,김정동,20190407,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=78299
2684,(주)정담에프엔씨,광안국밥,김종성,20201305,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87601
2683,소제이,소제이,정차웅,20201303,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87599
2682,(주)와이에이치,낮달커피 (Notdal Coffee),연광흠,20201312,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87582
2681,더다함감자탕,더다함감자탕,권옥희,20201314,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87562
2680,(주)미스터탁누들,해운대31cm해물칼국수,정영탁,20201304,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87373
2679,(주)산내들코리아,이바네돈까스,최상호,20201309,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87345
2678,(주)심플맨,일품낙성불백,"박병진, 양형석",20201306,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87338
2677,희미한옛사랑의그림자,희미한옛사랑의그림자,김상헌,20201313,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87206
2676,(주)고레코리아,고레카레,박수영,20170011,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86549
2675,위더스FC,깜꼬치킨,이광희,20171191,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86544
2674,(주)에이치디푸드,육수당,정보연,20160539,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86146
2673,(주)신사의품격,신사부대찌개&품격삼겹살,김정복,20151088,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=86091
2672,크라운닭발,크라운 닭발,한종수,20171440,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85150
2671,제이앤푸드,울타리없는만두집,정우철,20150276,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85144
2670,명동닭튀김,꺽다리 두마리 찜닭&떡볶이,김상훈,20200218,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84566
2669,마중물추어탕,마중물추어탕,박영희,20171543,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84564
2668,그집푸드,고집센그집갈비탕,이재영,20170818,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84294
2667,고기나라,돼갈박,지범상,20170010,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84292
2666,(주)유생촌푸드,유생촌,유영철,20150215,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84148
2665,대패장사,대패장사,강현모,20180449,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84063
2664,통불컴퍼니,통불,최상대,20180011,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83955
2663,코리아종합식품(주),안성파닭,전무행,20110300034,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83741
2662,(주)김가네,김가네김밥,김용만,20080100109,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83532
2661,(주)김가네,치킨방앗간,김용만,20140041,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83514
2660,(주)오리엔트푸드,석관동떡볶이,홍정화,20160327,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81783
2659,(주)쌈촌패밀리,삼선미나주곰탕,박영숙,20190420,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=78124
2658,(주)쌈촌패밀리,쌈촌,박영숙,20080100570,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=78123
2657,이태리식당,이태리식당,김재영,20201302,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87873
2656,(주)마시내,마시내탕수육짜장,김철수,20100500033,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87673
2655,(주)지구당,국대떡볶이,김상현,20100100520,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87629
2654,(주)거성엔터프라이즈,1954 무한등심,이경희,20201301,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87592
2653,닭강정공방본점,닭강정공방,김영일,20201292,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87564
2652,메리안나,메리안나,박성민,20201298,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87478
2651,돼지새마을푸드,돼지새마을본부,김만수,20201299,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87400
2650,워너커피,워너커피(WANNA COFFEE),권혁용,20151104,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87243
2649,"(주)제이에스에프엔비(JSF&BCo.,Ltd.)",얌얌브레드,강태권,20200552,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85384
2648,항아리보쌈,달인박경규항아리보쌈,박경규,20150770,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85233
2647,황철수피자,황철수피자,황광호,20100100621,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85174
2646,원영미트,서민식당 서서갈비,최미현,20180679,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85122
2645,원영미트,물고기,최미현,20180778,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85121
2644,꾸버스피자,꾸버스피자,박종일,20191097,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=85098
2643,푸드피아,하우스홀드,유현용,20080200184,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84962
2642,(주)엔씨코리아푸드,뎁짜이,김좌윤,20171236,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84437
2641,(주)엔씨코리아푸드,오쭈,김좌윤,20140515,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84436
2640,빨간맛집,빨간맛집,고제식,20130503,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84425
2639,요기,요기인,노경호,20160093,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84394
2638,팔꾸이,팔꾸이팔당닭발,이동운,20130033,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84359
2637,데니스,데니스,이충열,20130100278,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84310
2636,가장맛있는족발족과의동침,족과의동침,이진경,20120100658,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84299
2635,홍대찜닭,홍대찜닭,김성자,20191155,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84232
2634,우림푸드,우림칼국수,박종준,20190500,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84174
2633,기린더매운갈비찜,Girin The 매운갈비찜,조성빈,20191015,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84138
2632,킹아구해물찜아중점,연경호킹아구해물찜,조성원,20100400023,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84133
2631,곱창이최고예요(수송본점),곱창이최고예요,"양성우, 문혜영",20180625,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84059
2630,(주)용형,안춘배씨,"안병훈, 안성훈",20161299,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=84022
2629,팔팔푸드,옛날그시절 화덕찜닭,이환호,20191302,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83994
2628,번지식당,번지는식당,김지식,20170294,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83913
2627,우리푸드시스템,피치버'S,황치구,20180663,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83898
2626,(주)공차코리아,공차,김의열,20130100052,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83420
2625,스위트밀(주),비어드파파,최동욱,20150888,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81373
2624,(주)제이엠케이에스,장인족발608,김기성,20150991,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=81053
2623,(주)두리에프앤비,큰바다해물아구찜,백경식,20180215,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=78211
2622,(주)아앤유디벨롭,치킨특별시,김홍섭,20201289,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87539
2621,(주)아앤유디벨롭,떡볶이의 품격,김홍섭,20201290,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87533
2620,㈜만풍농헙회사법인,떡미당,윤석중,20171529,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83959
2619,(주)노른자팩토리,누룩꽃 피는날,장성희,20120400043,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83923
2618,아라가야냉면석쇠불고기,아라가야,한홍기,20181016,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83871
2617,(주)더썬컴퍼니,더썬치킨,박순영,20151196,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83814
2616,(주)돼지코푸드,돼지코생곱창갈비,장달웅,20181191,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=83789
2615,(주)다경컴퍼니,금커피별빙수,금다경,20200837,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87894
2614,(주)더굿에프엔씨,고기굽는카페조선,김종수,20130100445,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87797
2613,인피니티벤처스(주),밥스토랑,송준혁,20201288,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87602
2612,탁사정흑마늘닭강정,탁사정흑마늘닭강정,지영규,20201280,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=87571
