업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수
치킨,치킨더치킨,(주)원진푸드,2015-03-25,6년 0개월,4,12명
치킨,치킨도령,치킨도령(영주유통),가맹사업 개시 전,0년 0개월,0,1명
치킨,파핑스치킨,(주)태진에프앤디,2020-02-21,1년 1개월,0,8명
치킨,가마통,가마통,가맹사업 개시 전,0년 0개월,0,1명
치킨,천수통닭,(주)빅스타푸드,가맹사업 개시 전,0년 0개월,0,14명
치킨,달봉이치킨,㈜달봉엔터프라이즈,2015-09-01,5년 6개월,34,11명
치킨,징기스칸치킨,(자)징기스칸,2002-09-01,18년 6개월,20,6명
치킨,장군닭발,장군닭발,가맹사업 개시 전,0년 0개월,0,1명
치킨,진도담찜닭(珍도담찜닭),(주)도담에프엔디,2019-06-20,1년 9개월,10,4명
치킨,국민마늘치킨,국민마늘치킨본부,2019-06-01,1년 9개월,6,1명
치킨,서개미치킨,개미치킨,2014-12-15,6년 3개월,6,1명
치킨,치킨멤버,닭촌축산,2013-10-01,7년 5개월,30,8명
치킨,김스타치킨,김스타푸드,2016-05-04,4년 10개월,49,11명
치킨,오리지널 팔칠(87')닭강정,팔칠(87')닭강정,2016-01-25,5년 2개월,20,3명
치킨,one&two깻잎두마리치킨 (원앤투깻잎두마리치킨),흥성,2017-04-15,3년 11개월,20,1명
치킨,호식이두마리치킨,호식이두마리치킨,1995-01-05,26년 2개월,797,63명
치킨,대한맥주집,대한컴퍼니,2016-02-05,5년 1개월,12,2명
치킨,또이스치킨찜닭,DH유통,2019-01-01,2년 2개월,2,9명
치킨,브이에프씨치킨파티(VFC치킨파티),선진VFC,2011-01-03,10년 2개월,76,3명
치킨,용천통닭,용천통닭,가맹사업 개시 전,0년 0개월,0,6명
치킨,정직한통닭,닭대표,2015-11-03,5년 4개월,13,2명
치킨,동수네통닭,칠이칠이치킨,2000-07-01,20년 8개월,0,2명
치킨,파리에다녀온치킨,워라벨코퍼레이션,2017-03-01,4년 0개월,1,1명
치킨,만땅치킨,(주)서호에프앤비,2017-04-26,3년 11개월,54,2명
치킨,꾸꾸루꾸바베큐,유진물산,2010-01-11,11년 2개월,44,3명
치킨,엠에프씨 멕시칸치킨(MFC 멕시칸치킨),나루에프엔비(나루F&B),2018-02-08,3년 1개월,6,1명
치킨,후라이드바삭킹,도움,2019-01-23,2년 2개월,23,1명
치킨,상문이두마리숯불양념치킨,푸드메이트,2007-05-01,13년 10개월,30,4명
치킨,비에프씨치킨(B.F.C치킨),승우유통,2004-03-21,17년 0개월,5,2명
치킨,파리에 다녀온 치킨,늘품에프앤씨,2020-06-27,0년 9개월,7,1명
치킨,핫 게이트 99치킨,(주)영성에프앤비,가맹사업 개시 전,0년 0개월,0,1명
치킨,수준이 다른 치킨,오복가,2017-10-10,3년 5개월,14,1명
치킨,전국3대치킨 오성통닭,오복가,2015-09-16,5년 6개월,10,2명
치킨,맛있게매운(빨석구)빨간석쇠구이,장인푸드,2015-04-14,5년 11개월,22,8명
치킨,리킨치킨,세음에프앤비,2005-10-21,15년 5개월,5,3명
치킨,추억닭발,추억닭발(본점),2018-08-02,2년 7개월,2,9명
치킨,굽는치킨,계산씨케이,2006-11-01,14년 4개월,18,3명
치킨,돌통,돌통,가맹사업 개시 전,0년 0개월,0,0명
치킨,불촌두마리치킨,신미푸드시스템,2003-02-26,18년 1개월,14,3명
치킨,위드치킨,위드치킨,2004-05-28,16년 10개월,30,7명
치킨,One&Two깻잎두마리치킨,흥성에프디,2019-01-21,2년 2개월,17,3명
치킨,치킨삼파전,이온유통,2010-04-25,10년 11개월,28,9명
치킨,온니닭,온니닭,가맹사업 개시 전,0년 0개월,0,1명
치킨,하우스홀드,푸드피아,2005-08-02,15년 7개월,21,4명
치킨,모듬촌닭,지연유통,2018-08-01,2년 7개월,2,1명
치킨,장모님치킨,장모육계유통,1989-10-30,31년 5개월,131,14명
치킨,깜닭치킨,깜닭치킨,2008-03-25,13년 0개월,15,3명
치킨,치킨연구소,치킨연구소,2018-03-01,3년 0개월,6,1명
치킨,치킨선생,(주)정성담다,2017-11-08,3년 4개월,22,0명
치킨,종국이두마리치킨,종국이두마리치킨체인본부,2003-05-04,17년 10개월,56,12명
치킨,림스치킨,림스상사,1977-07-24,43년 8개월,53,2명
치킨,동네아저씨치킨,영맨푸드,2014-05-01,6년 10개월,4,2명
치킨,베리원치킨앤임실피자,푸른푸드,2014-01-20,7년 2개월,3,1명
치킨,치킨19(chicken19),치킨19,2016-07-13,4년 8개월,3,6명
치킨,원흥닭발통닭,원흥닭발통닭,2017-02-01,4년 1개월,2,3명
치킨,치순이통닭,엘제이유통(유),2018-06-12,2년 9개월,30,0명
치킨,다코기,DAKOGI(다코기),2018-03-13,3년 0개월,7,1명
치킨,치끌림치킨,앗싸푸드,가맹사업 개시 전,0년 0개월,0,5명
치킨,필바든치킨,필푸드,2013-09-06,7년 6개월,8,2명
치킨,참숯불에꾸운닭,참숯으로꾸운닭,2018-08-01,2년 7개월,1,1명
치킨,더페퍼 치킨식당,㈜대경축산,가맹사업 개시 전,0년 0개월,0,30명
치킨,올바른 닭강정,(주)대경축산,가맹사업 개시 전,0년 0개월,0,30명
치킨,치윙스,(주)대경축산,가맹사업 개시 전,0년 0개월,0,0명
치킨,조선의 옛날통닭,제이에프앤씨,2014-07-01,6년 8개월,34,5명
치킨,홍단,세아씨앤푸드,2018-03-06,3년 0개월,1,4명
치킨,중앙시장통닭,세아씨엔푸드,2016-07-01,4년 8개월,3,4명
치킨,달감치킨,세아씨앤푸드,2009-02-09,12년 1개월,4,4명
치킨,Mr.짱닭치킨,내맘대로골라먹는맛있는짱닭치킨,2012-01-30,9년 2개월,48,1명
치킨,본가옛날통닭,본가옛날통닭,2016-09-12,4년 6개월,6,2명
치킨,명동닭튀김,명동닭튀김,2017-12-10,3년 3개월,18,2명
치킨,닭권브이,닭권브이,2010-02-28,11년 1개월,9,6명
치킨,김순례 닭강정,(주)인푸드,2018-02-27,3년 1개월,13,3명
치킨,마슬랜,마슬랜,2010-06-11,10년 9개월,13,1명
치킨,지붕위에,지원푸드,2010-12-09,10년 3개월,10,1명
치킨,오븐에 꾸운 닭,계림F&C,2009-09-15,11년 6개월,161,23명
치킨,오커치킨,푸드삼성,2012-10-03,8년 5개월,2,1명
치킨,해뜰닭,푸드삼성,2010-09-17,10년 6개월,6,1명
치킨,그시절옛날통닭,남선씨엔델리,2017-03-02,4년 0개월,8,13명
치킨,달&달치킨,달&달치킨,2012-01-02,9년 2개월,4,2명
치킨,미친닭,미친닭,2015-11-08,5년 4개월,1,1명
치킨,몽키스비어,설원식품,2018-01-01,3년 2개월,9,4명
치킨,꼬꼬아찌,(주)세경에프앤비,1999-12-01,21년 3개월,75,14명
치킨,강적,(주)강적에프앤비,2020-06-12,0년 9개월,0,3명
치킨,사쿠사쿠,(주)계미락,2012-07-05,8년 8개월,37,19명
치킨,내맘에두닭,우리푸드시스템,가맹사업 개시 전,0년 0개월,0,2명
치킨,홍대찜닭,홍대찜닭,2018-09-08,2년 6개월,0,1명
치킨,더후라이팬치킨클럽,아이에스크리에이티브,2014-07-03,6년 8개월,2,4명
치킨,더후라이팬 후라이드 치킨,아이에스크리에이티브,2008-04-10,12년 11개월,12,4명
치킨,도레미치킨,제이에스컴퍼니,2019-12-10,1년 3개월,0,1명
치킨,BRD백록담,BRD백록담,2010-04-01,10년 11개월,25,1명
치킨,누나홀닭,(주)티앤비코리아,2011-06-01,9년 9개월,176,20명
치킨,노상치킨,(주)실버축산,가맹사업 개시 전,0년 0개월,0,11명
치킨,우아한치킨,외식하는사람들(주),가맹사업 개시 전,0년 0개월,0,2명
치킨,추닭집,패밀리에프앤씨,2016-04-10,4년 11개월,36,2명
치킨,칠칠켄터키,(주)무진,2014-10-01,6년 5개월,7,23명
치킨,꿀마니 닭강정,(주)진성푸드,2014-10-20,6년 5개월,17,8명
치킨,라쿤치킨&떡볶이,라쿤치킨&떡볶이,가맹사업 개시 전,0년 0개월,0,1명
치킨,아리아치킨,(주)현인에프앤디,2006-11-06,14년 4개월,4,11명
치킨,8800켄터키치킨,(주)현인에프앤디,2014-06-08,6년 9개월,61,11명
치킨,수원왕갈비통닭,통큰푸드,가맹사업 개시 전,0년 0개월,0,6명
치킨,길성이치킨,(주)길성이,2014-04-30,6년 11개월,4,11명
치킨,김군네통닭집,(주)폴스타컴퍼니,2012-10-04,8년 5개월,10,4명
치킨,옛날그시절 화덕찜닭,팔팔푸드,2019-10-09,1년 5개월,2,1명
치킨,김성구의성마늘치킨,김성구의성마늘치킨,2015-06-20,5년 9개월,20,1명
치킨,와치킨,(주)엘제이푸드,2019-10-10,1년 5개월,1,2명
치킨,닭광정,(주)한국인,2019-07-08,1년 8개월,9,5명
치킨,아이벗치킨,아이프랜드,2014-12-15,6년 3개월,30,4명
치킨,대박나자 부자치킨,(주)알피,2016-08-15,4년 7개월,16,13명
치킨,통닭왕,콕에프씨,가맹사업 개시 전,0년 0개월,0,1명
치킨,명가통닭,(주)명가참푸드,가맹사업 개시 전,0년 0개월,0,0명
치킨,60계,(주)장스푸드,2015-11-26,5년 4개월,440,32명
치킨,더썬치킨,(주)더썬컴퍼니,2015-11-23,5년 4개월,16,3명
치킨,소담치킨,(주)정성푸드마스타,2012-02-17,9년 1개월,20,6명
치킨,큰통치킨,(주)태산유통,2006-03-15,15년 0개월,34,6명
치킨,안성파닭,코리아종합식품(주),2010-01-05,11년 2개월,4,16명
치킨,치킨주막,(주)치킨주막,2009-04-02,11년 11개월,24,6명
치킨,키로치킨,키로치킨체인사업본부,2020-05-21,0년 10개월,0,0명
치킨,호치킨,(주)다울에프앤비,2009-12-05,11년 3개월,175,27명
치킨,치킨방앗간,(주)김가네,2014-01-01,7년 2개월,2,76명
치킨,치교치킨,㈜아이언가이즈,2020-05-11,0년 10개월,0,20명
치킨,불로불러참숯바베큐치킨,불로불러체인본부,가맹사업 개시 전,0년 0개월,0,0명
치킨,푸드더하기,푸드더하기,2018-06-01,2년 9개월,2,0명
치킨,통닭할매,아침의부엌,가맹사업 개시 전,0년 0개월,0,2명
치킨,815독립핫치킨,강한프랜차이즈(KHFC),2020-02-17,1년 1개월,0,0명
치킨,치킨욜로,치킨욜로(F.D.T.L),가맹사업 개시 전,0년 0개월,0,3명
치킨,삼덕통닭,(주)삼덕통닭,2019-12-22,1년 3개월,1,8명
치킨,야들리애,(주)제이케이글로벌,2008-04-05,12년 11개월,31,11명
치킨,바보스,조이세이(주),2015-09-01,5년 6개월,53,7명
치킨,바비큐보스,조이세이(주),2019-08-01,1년 7개월,0,7명
치킨,양계농장,조이세이(주),2020-04-29,0년 11개월,0,7명
치킨,꿀닭,조이세이(주),2012-04-12,8년 11개월,23,7명
치킨,땡큐맘치킨,(주)이루에프씨,2009-11-16,11년 4개월,21,38명
치킨,신통치킨,(주)올치에프씨,2008-01-30,13년 2개월,256,38명
치킨,바른치킨,(주)이루에프씨,2015-06-25,5년 9개월,170,38명
치킨,꼬꼬봉투통닭,(주)더콥,2017-03-14,4년 0개월,10,4명
치킨,한앤둘치킨,(주)더콥,2009-09-24,11년 6개월,32,4명
치킨,맛닭꼬,(주)꼬꼬에프앤비,2010-07-01,10년 8개월,147,13명
치킨,네네치킨,(주)혜인식품,2010-04-01,10년 11개월,1114,45명
치킨,달닭,(주)참여텍,2012-11-27,8년 4개월,6,4명
치킨,에디슨치킨,(주)참여텍,2010-03-02,11년 0개월,12,4명
치킨,모던통닭,(주)모던키친컴퍼니,2016-08-01,4년 7개월,21,6명
치킨,치키니아,(주)호경에프씨,2017-02-01,4년 1개월,1,32명
치킨,도담치킨,(주)아지트메이커,2016-05-07,4년 10개월,15,8명
치킨,치르치르,리치푸드(주),2011-01-30,10년 2개월,15,42명
치킨,용달통닭,용달푸드,2016-07-09,4년 8개월,10,1명
치킨,페리카나,(주)페리카나,1981-03-20,40년 0개월,1126,23명
치킨,킹스타치킨,(주)스타푸드코리아,가맹사업 개시 전,0년 0개월,3,8명
치킨,브라보치킨피자,(주)브라보이노베이션,2016-10-01,4년 5개월,0,0명
치킨,꼬꼬시티앤제이빅,꼬꼬시티,2012-01-20,9년 2개월,18,1명
치킨,오닭꼬치,(주)오닭꼬치,2016-07-16,4년 8개월,96,11명
치킨,인절미통닭,(주)한국에프에스,2018-09-14,2년 6개월,0,8명
치킨,범프리카인생치킨,범프리카인생치킨,2018-01-12,3년 2개월,51,1명
치킨,836숯불바베큐치킨,팔삼육산업(주),2016-05-30,4년 10개월,14,2명
치킨,똥꼬치킨,(주)에이치와이지푸드,2019-10-01,1년 5개월,9,2명
치킨,만년닭강정,(주)만년푸드,2016-11-05,4년 4개월,42,7명
치킨,고향통닭,고향통닭,가맹사업 개시 전,0년 0개월,0,1명
치킨,아웃닭,(주)테즈,2010-10-01,10년 5개월,64,20명
치킨,마마치킨,(주)엠제이에프앤씨,2019-04-30,1년 11개월,2,4명
치킨,치킨리그,㈜이노텍씨엔에스홀딩스,2017-11-30,3년 4개월,4,7명
치킨,닭강정총각,이심전심(주),2012-09-01,8년 6개월,0,9명
치킨,더블치킨,(주)채선당,가맹사업 개시 전,0년 0개월,0,123명
치킨,매드후라이치킨,(주)에스씨에프,2010-11-20,10년 4개월,22,2명
치킨,닭에꼬치닭,(주)어니스트브로,2019-04-09,1년 11개월,8,2명
치킨,치킨선수,(주)치킨선수,2018-06-18,2년 9개월,6,2명
치킨,치맥킹,(주)씨엠케이푸드,2018-02-22,3년 1개월,4,18명
치킨,무봤나 촌닭,(주)무촌식품,2003-04-01,17년 11개월,28,16명
치킨,꿀삐닭강정,(주)에스엔인더스트리,2012-04-15,8년 11개월,0,0명
치킨,툭툭 치킨,원앤원(주),2014-05-23,6년 10개월,1,227명
치킨,치뽁(CHIPPOK),(주)제이투케이에프앤비,2019-08-29,1년 7개월,10,11명
치킨,만수통닭,(주)만수에프앤비,2019-08-01,1년 7개월,1,4명
치킨,빅원치킨,(주)빅원,2017-11-09,3년 4개월,25,11명
치킨,국민맥주,(주)쭈노에프앤비,2018-03-01,3년 0개월,4,5명
치킨,비비큐(BBQ),(주)제너시스비비큐,1995-09-01,25년 6개월,1604,228명
치킨,맛카오치킨,그레이프컴퍼니(주),가맹사업 개시 전,0년 0개월,0,3명
치킨,명랑한찜닭,그레이프컴퍼니(주),2017-04-20,3년 11개월,25,3명
치킨,본스치킨,(주)비에이지본스,2007-04-12,13년 11개월,162,27명
치킨,오마이치킨,(주)이수푸드빌,2008-01-01,13년 2개월,6,4명
치킨,거성치킨,(주)이수푸드빌,2013-06-20,7년 9개월,10,4명
치킨,쭈노치킨가게,(주)쭈노에프앤비,2003-02-06,18년 1개월,32,5명
치킨,계복치,단아한푸드,2017-01-20,4년 2개월,4,1명
치킨,투마리치킨,(주)에코리아,2010-07-05,10년 8개월,21,4명
치킨,솥뚜껑바베큐통닭,(주)시원전설의푸드,2020-04-28,0년 11개월,5,14명
치킨,전설의치킨,(주)시원전설의푸드,2010-03-15,11년 0개월,60,14명
치킨,호호닭발,(주)제이앤엠푸드,2014-04-01,6년 11개월,8,2명
치킨,뿔난닭두마리,뿔난닭체인본부,2018-05-19,2년 10개월,3,1명
치킨,앗싸마늘닭,앗싸푸드,2014-10-10,6년 5개월,9,5명
치킨,똥집의 달인,똥집의달인,2011-04-18,9년 11개월,9,1명
치킨,치킨뱅이,(주)원우푸드,2001-12-08,19년 3개월,60,17명
치킨,삼통치킨,(주)삼통치킨,1998-07-20,22년 8개월,24,6명
치킨,다사랑,(주)다사랑,2002-08-23,18년 7개월,107,47명
치킨,치킨의민족,(주)아이센스푸드,2018-11-28,2년 4개월,93,16명
치킨,브라운치킨,(주)비지씨푸드,2009-06-10,11년 9개월,11,2명
치킨,치특,치특,2018-03-01,3년 0개월,5,2명
치킨,봉이치킨,(주)봉이에프엔씨,2012-01-02,9년 2개월,61,5명
치킨,신진통닭,(주)신진푸드,2019-06-01,1년 9개월,5,3명
치킨,문진옥숯불바베큐치킨,문진옥숯불바베큐치킨,2018-05-12,2년 10개월,6,1명
치킨,김삿갓통닭,(주)공감,2018-09-30,2년 6개월,5,2명
치킨,칠칠켄터키,(주)더쉐프,2012-06-27,8년 9개월,23,11명
치킨,라라치킨,(주)현우현,2017-07-12,3년 8개월,0,2명
치킨,치킨런,(주)티에스컴퍼니,2012-03-23,9년 0개월,4,7명
치킨,신동키닭,(주)돈키오태,2019-10-04,1년 5개월,6,12명
치킨,동근이숯불두마리치킨,동근이숯불두마리치킨,2017-01-01,4년 2개월,51,1명
치킨,꾼닭(koondak),(주)일이축산푸드,2011-05-01,9년 10개월,6,48명
치킨,윙글,(주)에스와이네트웍스,2011-10-10,9년 5개월,4,5명
치킨,두마리치킨마당,마당엘푸드,2018-05-02,2년 10개월,9,1명
치킨,치킨이남달라,(주)더기발한,2018-06-30,2년 9개월,8,3명
치킨,더기발한치킨(The기발한치킨),(주)더기발한,2011-06-03,9년 9개월,25,3명
치킨,치킨시대,(주)시대푸드,2011-10-01,9년 5개월,7,2명
치킨,인생닭강정,달달한인생,2020-04-13,0년 11개월,0,1명
치킨,조커닭 (Jokerdark),(주)코코브릿지,2020-04-25,0년 11개월,31,2명
치킨,청춘명랑치킨,(주)그루터기,2019-02-08,2년 1개월,11,4명
치킨,투존치킨,(주)나도람에프씨,2010-04-03,10년 11개월,198,34명
치킨,훌랄라숯불치킨,(주)훌랄라,2008-08-11,12년 7개월,267,14명
치킨,태권치킨,(주)티케이푸드,2015-12-24,5년 3개월,17,4명
치킨,홍안동,(주)훌랄라,2018-01-02,3년 2개월,0,14명
치킨,두리아,(주)두리아,2000-08-01,20년 7개월,35,4명
치킨,토닭토닭양념치킨,대흥유통,2007-10-30,13년 5개월,5,1명
치킨,삼십구치킨,39치킨본부,2009-06-09,11년 9개월,24,2명
치킨,둘둘치킨,(주)일동인터내쇼날,1997-06-13,23년 9개월,121,16명
치킨,구어바 숮불BBQ 치킨,(주)브랜드그라운드,가맹사업 개시 전,0년 0개월,0,2명
치킨,일일치킨(11CHICKEN),(주)브랜드그라운드,2019-08-15,1년 7개월,4,2명
치킨,강정천하,(주)엘에이치지,2020-02-25,1년 1개월,0,13명
치킨,세븐치킨,굿웰푸드(세븐치킨),2019-11-11,1년 4개월,12,2명
치킨,바비후,(주)내일,2016-12-17,4년 3개월,8,2명
치킨,가마꿉,(주)그남자네식품,2019-12-10,1년 3개월,4,12명
치킨,농부치킨,(주)참이맛,2016-06-01,4년 9개월,5,52명
치킨,뭐꼬뭐꼬,뭐꼬뭐꼬플러스,2015-07-07,5년 8개월,3,1명
치킨,피니치니,(주)그린푸드존,2006-04-01,14년 11개월,8,17명
치킨,닭집에떡볶이,(주)씨앤푸드스토리,2018-09-17,2년 6개월,5,1명
치킨,순구치떡,순구,2016-10-10,4년 5개월,1,2명
치킨,오빠담치킨,호림푸드,2018-06-27,2년 9개월,11,4명
치킨,치킨버스,(주)푸드버스,2012-07-11,8년 8개월,0,0명
치킨,코리안바베큐,(주)티비비씨,1998-03-26,23년 0개월,138,0명
치킨,펀비어킹,(주)해리코리아,2010-03-29,11년 0개월,293,47명
치킨,닭깡,(주)네비스,2012-06-13,8년 9개월,10,5명
치킨,씨에프숯불바베큐치킨,(주)씨에프,1998-10-15,22년 5개월,36,8명
치킨,컬투치킨,(주)컬투에프앤비,2011-03-04,10년 0개월,99,14명
치킨,코리엔탈깻잎두마리치킨,(주)채움푸드,2014-04-10,6년 11개월,168,24명
치킨,수상한탕수육,(주)채움푸드,2017-11-10,3년 4개월,49,24명
치킨,치썸chicken(치썸치킨),금화식품(주),2018-03-13,3년 0개월,2,116명
치킨,마파치킨,(주)한국창업경제연구소,2009-11-20,11년 4개월,9,6명
치킨,치킨더홈,케이와이푸드(주),2007-05-17,13년 10개월,148,18명
치킨,존슨켄터키,(주)비브라더스,2014-10-10,6년 5개월,17,2명
치킨,화르화르,(주)에이치브라더스,2012-06-11,8년 9개월,28,2명
치킨,치킨신드롬,(주)오앤씨웰푸드,2003-02-11,18년 1개월,161,13명
치킨,경아두마리치킨,(주)다시만난사람들,2004-12-01,16년 3개월,72,13명
치킨,치킨과 바람피자,치킨과바람피자,2017-09-19,3년 6개월,65,8명
치킨,파-닭에파무쳐,에스엠푸드(주),2008-01-04,13년 2개월,24,16명
치킨,양아치킨,양아치킨불당점,2018-12-07,2년 3개월,4,1명
치킨,치킨히어로,티오엘드림,2011-10-20,9년 5개월,21,3명
치킨,부뚜막치킨,(주)태풍에프앤비,2012-10-26,8년 5개월,16,3명
치킨,치킨투어237,(주)도연에프앤비,가맹사업 개시 전,0년 0개월,3,28명
치킨,오늘통닭,(주)대현푸드빌,2008-09-01,12년 6개월,55,15명
치킨,김종용누룽지통닭,(주)유앤아이레시피,2015-10-01,5년 5개월,8,3명
치킨,호박치킨,(주)가업에프씨,2019-03-01,2년 0개월,1,22명
치킨,그집마늘치킨 & 쪼닭,케이디디유통,2019-08-23,1년 7개월,3,2명
치킨,오지고 찜닭,오지고찜닭,2018-12-03,2년 3개월,2,1명
치킨,김진철동래통닭,(주)태진에프앤디,2012-07-21,8년 8개월,25,8명
치킨,반반이두통찜닭,반반이F&B(에프앤비),가맹사업 개시 전,0년 0개월,0,1명
치킨,범벅치킨,(주)마리푸드,2014-01-20,7년 2개월,4,2명
치킨,철인7호,(주)철인에프앤비,2013-10-09,7년 5개월,28,10명
치킨,아이커버거&치킨,아이커유통,2017-03-11,4년 0개월,7,1명
치킨,조시치킨,제이제이푸드,2019-06-01,1년 9개월,4,1명
치킨,진미대왕통닭,대왕통닭,2019-06-27,1년 9개월,37,1명
치킨,이귀환의 진짜한마리통닭,이귀환진짜한마리통닭,가맹사업 개시 전,0년 0개월,0,1명
치킨,111치킨,(주)여유와즐거움,2020-04-22,0년 11개월,0,28명
치킨,무성구어바베큐치킨,(주)시즌푸드,2008-03-10,13년 0개월,15,1명
치킨,백년가마솥옛날통닭,현성식품(주),2017-01-24,4년 2개월,20,7명
치킨,무궁치킨(MUGUNG CHICKEN),트루프렌드,가맹사업 개시 전,0년 0개월,0,1명
치킨,아주커,(주)에이에프씨코리아,1998-07-01,22년 8개월,57,9명
치킨,금동이두마리치킨,금동이푸드,2019-09-01,1년 6개월,3,1명
치킨,허갈닭강정,(주)유성에프앤비,2018-04-01,2년 11개월,56,5명
치킨,온고지신 통닭元,민푸드,2018-06-01,2년 9개월,28,3명
치킨,계동치킨,(주)신성유통,2004-09-13,16년 6개월,108,8명
치킨,군닭400&국수,성공인터내셔널(주),2013-08-30,7년 7개월,1,2명
치킨,치킨커플,(주)비엘앤에프,2011-04-15,9년 11개월,7,4명
치킨,지코바양념치킨,(주)지코바,1996-01-30,25년 2개월,516,20명
치킨,조선CH.S치킨,(주)씨에스,2003-04-17,17년 11개월,24,7명
치킨,교촌치킨,교촌에프앤비(주),1994-06-01,26년 9개월,1157,242명
치킨,가마솥옛날시골통닭,옛날시골통닭,2018-01-03,3년 2개월,3,1명
치킨,치킨살롱,(주)에버리치에프앤비,2020-04-18,0년 11개월,0,11명
치킨,1987금빛통닭,(주)금빛컴퍼니,2016-11-02,4년 4개월,7,3명
치킨,DDC치킨,삼미유통,2017-04-28,3년 11개월,29,2명
치킨,치킨처럼,(주)엠에스코리아,2014-06-01,6년 9개월,9,4명
치킨,투마리나,(주)삼정코리아,2018-02-13,3년 1개월,11,3명
치킨,치킨공방,치킨공방외식사업부,가맹사업 개시 전,0년 0개월,0,0명
치킨,아침닭,(주)홈앤치킨,2016-01-02,5년 2개월,16,4명
치킨,또또닭강정,(주)홈앤치킨,2019-10-10,1년 5개월,15,4명
치킨,사바사바치킨앤비어,(주)마세다린,2003-09-29,17년 6개월,10,19명
치킨,가마로강정,(주)마세다린,2012-04-30,8년 11개월,134,19명
치킨,꼬레랑,(주)맛나푸드,2018-05-28,2년 10개월,22,2명
치킨,국제통닭,(주)국제에프씨,2017-03-01,4년 0개월,31,8명
치킨,낭만치킨,(주)로맨틱에프엔비,2016-07-28,4년 8개월,22,14명
치킨,치몬치킨,(유)행복한형제들,가맹사업 개시 전,0년 0개월,0,2명
치킨,또봉이통닭,또봉이에프앤에스(주),2012-03-10,9년 0개월,524,25명
치킨,꼭그닭치킨,(주)꼭그닭,2015-06-16,5년 9개월,3,1명
치킨,해두리치킨,(주)지와이푸드,2011-12-23,9년 3개월,25,4명
치킨,밤새우는 닭,(주)맛있는회사,2016-10-31,4년 5개월,2,1명
치킨,맥켄치킨,(주)한일팜스,2002-01-01,19년 2개월,22,80명
치킨,허대구 대구통닭,(주)디티에프앤비,2011-10-21,9년 5개월,22,14명
치킨,코만도,(주)보배식품,2003-05-20,17년 10개월,14,3명
치킨,치킨더비,(주)치킨더비,2013-07-17,7년 8개월,5,2명
치킨,보드람 치킨,(주)보드람씨앤알,2001-10-11,19년 5개월,162,8명
치킨,청원통닭,청원통닭,2018-05-01,2년 10개월,2,1명
치킨,꼬꼬팜,포맨에프엔씨,2017-08-17,3년 7개월,7,1명
치킨,하이꼬꼬,(주)귀남,2013-11-20,7년 4개월,27,7명
치킨,닭갈비클라쓰,(주)필드키친,2019-10-01,1년 5개월,6,2명
치킨,독가마 숯불치킨,나라푸드서비스,2017-07-25,3년 8개월,7,1명
치킨,알통떡강정,(주)알통컴퍼니,2012-01-01,9년 2개월,150,20명
치킨,알리바바치킨,알리바바파트너스(주),2017-09-04,3년 6개월,0,3명
치킨,로타리치킨상회,(주)생활에프앤비,2019-02-08,2년 1개월,6,10명
치킨,혁명닭발,(주)생활에프앤비,2018-03-01,3년 0개월,2,10명
치킨,본초불닭발,(주)미래원에프앤씨,2013-01-01,8년 2개월,35,12명
치킨,영 아맛나,아맛나찜닭분식야식,2018-02-08,3년 1개월,7,1명
치킨,큐스,큐스,2017-03-01,4년 0개월,0,1명
치킨,더착한치킨,더(the)착한,가맹사업 개시 전,0년 0개월,0,1명
치킨,홍익마늘치킨,홍익푸드,2019-09-16,1년 6개월,0,2명
치킨,행복치킨,(주)행복드림,2011-08-07,9년 7개월,4,9명
치킨,한스맘숯불치킨,한스맘숯불치킨,가맹사업 개시 전,0년 0개월,0,1명
치킨,꿈을요리하다닭한끼,꿈을요리하다닭한끼,2017-01-01,4년 2개월,2,1명
치킨,지랄닭발,(주)더기푸드,2019-03-01,2년 0개월,26,13명
치킨,치킨이즈백,(주)하연푸드,2020-03-23,1년 0개월,0,0명
치킨,맥시칸치킨,(주)맥시칸,1985-09-03,35년 6개월,339,8명
치킨,치풍당당,(주)투케이푸드,2020-02-21,1년 1개월,0,3명
치킨,못말리는파닭,(주)엠엔글로벌,2007-06-09,13년 9개월,62,2명
치킨,마녀치킨,(주)조광식품,2014-07-24,6년 8개월,4,89명
치킨,심여사천북양념통닭,심여사푸드,가맹사업 개시 전,0년 0개월,0,1명
치킨,노랑통닭,(주)노랑푸드,2009-06-01,11년 9개월,430,32명
치킨,옛날장터치킨,(주)씨드트리,2011-01-11,10년 2개월,0,0명
치킨,대한치킨집,대한컴퍼니,가맹사업 개시 전,0년 0개월,0,2명
치킨,원봉치킨,신선J.J,가맹사업 개시 전,0년 0개월,0,1명
치킨,울통치킨,더블유(W)-푸드,2017-04-08,3년 11개월,5,1명
치킨,아리아리닭강정,(주)세원,2012-01-01,9년 2개월,17,9명
치킨,사나운치킨,(주)귀남,가맹사업 개시 전,0년 0개월,0,7명
치킨,꿀딱,(주)케이원푸드,2012-03-01,9년 0개월,5,4명
치킨,숯양두마리치킨,다온푸드,2018-04-20,2년 11개월,5,1명
치킨,냠냠숯불두마리치킨,금화푸드.냠냠숯불두마리치킨,2019-04-26,1년 11개월,11,1명
치킨,참나무장작구이고영닭,고영닭,2019-05-31,1년 10개월,1,1명
