업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수
치킨,치킨버스,(주)푸드버스,2012-07-11,8년 8개월,5,3명
치킨,갓모어치킨,지엠푸드,2019-10-03,1년 5개월,2,4명
치킨,오후엔치킨,태현에프씨(주),2014-05-15,6년 10개월,5,3명
치킨,갑진즉석,BrotherNewBrand,2020-03-12,1년 0개월,7,1명
치킨,둘마니치킨,엠앤에이치에프씨,2015-07-13,5년 8개월,10,1명
치킨,비에이치씨(BHC),(주)비에이치씨,2004-09-10,16년 6개월,1518,135명
치킨,참맛치킨 꿀맛닭강정,(주)참맛푸드,2018-10-18,2년 5개월,0,0명
치킨,청년이닭,청년이닭가맹사업본부,2020-02-17,1년 1개월,0,0명
치킨,후라이드참잘하는집,(주)후라이드참잘하는집,2017-03-13,4년 0개월,0,0명
피자,피자덕후,(주)타베코리아,가맹사업 개시 전,0년 0개월,0,0명
피자,일인용피자,(주)위스피크푸드,2020-06-03,0년 9개월,0,2명
피자,미스터피자,(주)엠피그룹,1996-09-23,24년 6개월,235,261명
피자,아이러브피자,(주)더난푸드,2007-05-01,13년 10개월,28,6명
피자,피자 아이씨,㈜더난푸드,2020-03-31,1년 0개월,9,6명
피자,크라비츠피자,크라비츠피자,2020-11-05,0년 4개월,0,0명
피자,할리데이피자,(유)에브라임이노베이션,가맹사업 개시 전,0년 0개월,0,71명
피자,피자나라 치킨공주,(주)리치빔,2003-06-01,17년 9개월,354,103명
피자,자가제빵 선명희피자,(주)더온에프앤비,2018-06-01,2년 9개월,29,9명
피자,레코드피자,레코드피자,가맹사업 개시 전,0년 0개월,0,2명
피자,몽's 피자,몽피자,가맹사업 개시 전,0년 0개월,0,0명
피자,트래블피자,(주)트래블앤아트,가맹사업 개시 전,0년 0개월,0,0명
피자,피자다움,다움F&B,가맹사업 개시 전,0년 0개월,0,0명
피자,피자닷,피자닷,가맹사업 개시 전,0년 0개월,8,1명
피자,피자라네,피자라네,2020-05-17,0년 10개월,0,1명
피자,미사랑임실치즈피자,(주)세인에프앤씨,2006-07-01,14년 8개월,8,4명
피자,도미노피자,청오디피케이(주),1990-10-16,30년 5개월,353,445명
피자,호놀룰루피자,(주)그레닉스,가맹사업 개시 전,0년 0개월,0,273명
피자,피자캡틴즈,피자캡틴즈,2020-05-01,0년 10개월,0,0명
피자,피자캠프,㈜더난푸드,가맹사업 개시 전,0년 0개월,0,6명
피자,피자블럭,피자블럭,가맹사업 개시 전,0년 0개월,0,0명
피자,피자헛,한국피자헛(유),1997-11-12,23년 4개월,319,550명
피자,청담피자,청담피자대전동구점,가맹사업 개시 전,0년 0개월,0,1명
피자,왕손피자,(주)왕손,2019-06-11,1년 9개월,3,0명
피자,1830피자,1830피자협동조합,2018-01-01,3년 2개월,5,4명
피자,수타5900,(주)나눔프랜차이즈,2010-12-09,10년 3개월,63,8명
피자,피자몰,(주)이랜드이츠,1998-05-01,22년 10개월,6,9455명
피자,피자는 치즈빨,김앤이프로젝트,2020-07-03,0년 8개월,0,1명
피자,파파존스피자,한국파파존스(주),2004-12-15,16년 3개월,148,167명
피자,옐로우피자(YELLOW PIZZA),옐로우피자,2014-03-10,7년 0개월,22,0명
피자,포피스피자,포피스피자,가맹사업 개시 전,0년 0개월,0,0명
피자,임실치즈피자,(유)승일푸드시스템,1999-03-01,22년 0개월,24,6명
피자,피치랑,피치랑,2014-05-23,6년 10개월,18,1명
피자,고스트피자 메이커스,고스트피자,가맹사업 개시 전,0년 0개월,0,0명
피자,피자뿌,피자뿌,가맹사업 개시 전,0년 0개월,0,2명
피자,PIZZA BOX(피자박스),피자박스,2016-11-12,4년 4개월,7,0명
피자,피자에땅,(주)에땅,1999-04-04,21년 11개월,236,39명
피자,포르타나(PORTANA),(주)씨에프씨,가맹사업 개시 전,0년 0개월,0,8명
피자,피자쿠치나,(주)쿠치나코리아,가맹사업 개시 전,0년 0개월,0,2명
피자,7번가피자,(주)7번가사람들,1997-02-03,24년 1개월,185,21명
피자,피자헤븐,(주)피자헤븐코리아,2009-02-13,12년 1개월,72,11명
피자,피자파는집,(주)얌얌레시피,2019-03-27,2년 0개월,60,16명
피자,뽕뜨락피자,(주)웰빙을만드는사람들,2009-10-15,11년 5개월,164,16명
피자,59피자(오구피자),(주)오구본가,2008-06-12,12년 9개월,523,19명
피자,브로스피자&파스타,브로스피자&파스타본사,2019-07-10,1년 8개월,2,1명
피자,고피자(GOPIZZA),(주)고피자,2018-06-14,2년 9개월,38,68명
피자,치즈쇼피자,스카이하이(주),2019-11-28,1년 4개월,1,7명
피자,오리지널시카고,(주)오리지널시카고피자,2014-12-22,6년 3개월,14,10명
피자,피자 1989,(주)일구팔구에프앤비(1989F&BCO.LTD),가맹사업 개시 전,0년 0개월,0,0명
피자,피자네플러스,다인에프씨(주),2019-10-18,1년 5개월,1,26명
피자,엘에이치씨피자탑(LHC PIZZA TOP),(주)탑에프앤씨,2018-09-16,2년 6개월,21,3명
피자,피자런,피자런,가맹사업 개시 전,0년 0개월,0,1명
피자,굿바이브(GOOD VIBE),굿바이브,2020-07-10,0년 8개월,0,2명
피자,반올림피자샵,(주)반올림식품,2014-10-27,6년 5개월,231,32명
피자,하이스트피자,하이스트피자,2019-11-04,1년 4개월,3,1명
피자,피자메카,피자메카컴퍼스,2019-09-01,1년 6개월,2,0명
피자,자연임실치즈피자,자연임실치즈피자,2015-01-01,6년 2개월,18,1명
피자,맥주를구한피자,맥주를구한피자전포직영점,2019-02-02,2년 1개월,7,1명
피자,올스타피자,올스타피자,2019-03-01,2년 0개월,5,1명
피자,피자인,피자인,2019-05-03,1년 10개월,5,2명
피자,나루에프엔비톰스(나루F&B톰스),나루에프엔비,2017-08-20,3년 7개월,5,1명
피자,황철수피자,황철수피자,1995-11-19,25년 4개월,19,2명
피자,후니피자,훈푸드,2010-10-22,10년 5개월,16,3명
피자,꾸버스피자,꾸버스피자,2019-11-15,1년 4개월,2,1명
피자,땡스피자,(주)땡스,2020-03-05,1년 0개월,0,2명
피자,오즈앙,오즈앙피자청주점,2019-11-28,1년 4개월,1,1명
피자,엘리펀트피자(ELEPHANT PIZZA),엘리펀트피자,2018-07-09,2년 8개월,7,3명
피자,피자엠소마,JK푸드,2019-01-01,2년 2개월,5,3명
피자,청년피자 EXPRESS,청년피자가맹본부,가맹사업 개시 전,0년 0개월,0,16명
피자,청년피자,청년피자가맹본부,2018-03-29,3년 0개월,157,16명
피자,AMERICAN PIZZA(아메리칸피자),(주)복스아메리칸피자,2020-01-01,1년 2개월,0,5명
피자,한명숙피자치킨,"한명숙피자,치킨",2006-08-10,14년 7개월,10,1명
피자,바이 더 피자 앤 치킨,54번가푸드컨설팅,가맹사업 개시 전,0년 0개월,0,1명
피자,피자투어,54번가푸드컨설팅,2007-10-10,13년 5개월,50,1명
피자,Crew Pizza(크루피자),크루피자,가맹사업 개시 전,0년 0개월,0,1명
피자,피제이(PJ)피자,골라먹는피제이(PJ)피자,2020-06-23,0년 9개월,21,2명
피자,100년의피자카페인시애틀,100년의피체리아,2016-07-14,4년 8개월,30,1명
피자,피자플래넷,(주)플라넷에프앤디,가맹사업 개시 전,0년 0개월,0,0명
피자,덤덤뉴욕스타일(DUM DUM New York Style),덤덤피자,가맹사업 개시 전,0년 0개월,0,2명
피자,프레드피자,프레드피자,가맹사업 개시 전,0년 0개월,0,0명
피자,피굽남피자,피굽남피자,2019-05-04,1년 10개월,18,3명
피자,BIGZZA(빅짜),㈜제이유코리아,2016-10-17,4년 5개월,1,0명
피자,피자팬팬,피자팬팬,가맹사업 개시 전,0년 0개월,0,1명
피자,피자알볼로,(주)알볼로에프앤씨,2007-09-18,13년 6개월,269,94명
피자,900달러,900달러,2017-08-01,3년 7개월,1,2명
피자,피자1번가,혜정,2013-06-07,7년 9개월,25,0명
피자,레트로지,미래푸드,2020-06-02,0년 9개월,0,1명
피자,빨간모자피자,(주)레드캡,2005-07-01,15년 8개월,19,16명
피자,피자와치킨,(주)바이올푸드글로벌,2019-06-07,1년 9개월,2,42명
피자,피자대장,피자대장,가맹사업 개시 전,0년 0개월,0,0명
피자,PIZZA ONE(피자원),피자원,가맹사업 개시 전,0년 0개월,0,1명
피자,피자스쿨,(주)피자스쿨,2006-05-01,14년 10개월,574,15명
피자,피자스쿨,(주)씨에이치컴퍼니,2012-01-09,9년 2개월,312,8명
피자,피자네버슬립스,피자네버슬립스,2020-04-29,0년 11개월,3,2명
피자,피자마루,(주)푸드죤,2007-01-10,14년 2개월,619,33명
피자,남자피자,(주)남자피자,2012-01-01,9년 2개월,25,7명
피자,임실N치즈피자,(주)엔케이로지스틱스,2005-10-07,15년 5개월,71,7명
피자,블랙캡피자,블랙캡컴퍼니,2019-08-01,1년 7개월,2,1명
피자,킹스타피자,(주)스타푸드코리아,2015-03-05,6년 0개월,49,8명
피자,피자리움,(주)골든하인드,가맹사업 개시 전,0년 0개월,0,55명
피자,보스턴피자,(주)한양물산,2020-04-29,0년 11개월,0,1명
피자,낭만피자,㈜에스엠푸드,2017-12-16,3년 3개월,0,10명
피자,난타5000피자,(유)난타5000,2012-02-24,9년 1개월,119,14명
피자,낙원스낵,(주)낙원그룹,2015-11-29,5년 4개월,8,7명
피자,피맥하우스,㈜오엠케이컴퍼니,2020-04-28,0년 11개월,17,4명
피자,강정구의피자생각,(주)케이프렌즈,2007-04-03,13년 11개월,48,9명
피자,피자브라더스,(주)피자브라더스,2018-04-01,2년 11개월,20,10명
피자,파파밸리피자,(주)파파밸리,2013-02-27,8년 1개월,11,12명
피자,피자애,(주)피자애,2015-01-15,6년 2개월,62,10명
피자,피자어셈블,한결푸드,2020-04-28,0년 11개월,0,1명
피자,핏제리아오,(주)희스토리푸드,2018-11-09,2년 4개월,0,25명
피자,헬로피자,헬로F&B,2018-10-25,2년 5개월,4,1명
피자,리골레토 시카고피자,(주)다이닝팩토리,2015-01-25,6년 2개월,10,21명
피자,피스타키친(PISTAR KITCHEN),피스타키친(PISTARKITCHEN),2019-02-01,2년 1개월,6,2명
피자,화덕피자 파숑,(주)열정과배려,2014-09-18,6년 6개월,8,6명
피자,영구스피자,(주)영구스피자,2007-07-19,13년 8개월,45,6명
피자,빚짜(BEEZZA),(주)프라이데이컴퍼니,2016-10-28,4년 5개월,10,2명
피자,피자오 크래프트(PIZZA O CRAFT),(주)더오랩,2019-03-01,2년 0개월,0,0명
피자,수피자,(주)스칼라,2016-10-20,4년 5개월,45,5명
피자,피자시대,(주)시대푸드,2019-03-31,2년 0개월,1,1명
피자,유로코피자(EUROKO PIZZA),(주)유로코푸드,2017-07-01,3년 8개월,139,5명
피자,인앤피자,(주)훌랄라,2019-07-25,1년 8개월,3,14명
피자,애플틴,(주)훌랄라,2020-04-25,0년 11개월,0,14명
피자,피자빅,(주)그린푸드존,2011-07-04,9년 8개월,22,19명
피자,빅스타피자(Bigstar Pizza),(주)빅스타푸드,2014-08-01,6년 7개월,79,14명
피자,피자써클,피자써클,2010-05-02,10년 10개월,16,1명
피자,피자 마켓 컴퍼니(pizza market company),피자마켓컴패니(PIZZAMARKETCOMPANY),2020-04-23,0년 11개월,3,1명
피자,피자와 치킨의 러브레터,(주)디에스푸드,2005-02-15,16년 1개월,59,8명
피자,피자 비토랩,(주)비토랩,2019-02-01,2년 1개월,20,3명
피자,라오니피자,라오니,2018-06-07,2년 9개월,37,1명
피자,피자이탈리,피자이탈리가맹사업본부,2020-04-22,0년 11개월,0,1명
피자,닭쟁이 피자쟁이,제이제이푸드,2015-10-01,5년 5개월,4,1명
피자,착한피자,(주)착한피자,2016-11-01,4년 4개월,27,5명
피자,피자야,피자야,2019-04-01,1년 11개월,3,1명
피자,피자베이,피자베이양천직영점,2015-08-15,5년 7개월,10,4명
피자,피자연합,피자연합협동조합,2017-01-01,4년 2개월,23,6명
피자,브로피자,업텐브로피자체인본부,2017-09-25,3년 6개월,58,3명
피자,문문피자,NC에프앤비,2020-04-16,0년 11개월,0,1명
피자,네오피자,(주)네오에프앤비,2016-08-12,4년 7개월,88,9명
피자,피자빙고,(주)신성마을,2005-12-20,15년 3개월,57,1명
피자,레꼬마 피자&타코,레꼬마피자,2019-12-09,1년 3개월,9,1명
피자,윤검푸드 봉수아피자,(주)윤검푸드,2019-12-15,1년 3개월,4,4명
피자,미스터파파임실치즈피자,외식그룹진밭,2008-03-13,13년 0개월,19,1명
피자,피자명인,피자명인,2015-05-26,5년 10개월,11,2명
피자,긱스피자,(주)긱스에프앤비,2018-11-02,2년 4개월,15,2명
피자,Port' Albs 피자굼터,(주)멀티푸드시스템,2006-04-07,14년 11개월,6,6명
피자,오르새피자,(주)제이피케이컴퍼니,2017-02-10,4년 1개월,28,8명
피자,꼬꼬번피자&치킨,에스에스엠코리아체인사업부,2019-11-04,1년 4개월,3,1명
피자,시그널피자,시그널피자,2019-04-18,1년 11개월,1,1명
피자,어썸피자,어썸피자,가맹사업 개시 전,0년 0개월,0,1명
피자,피자앰플러,승탁푸드,가맹사업 개시 전,0년 0개월,0,0명
피자,핵피자,(주)핵가족,2017-09-29,3년 6개월,0,0명
피자,서오릉피자,서오릉피자,가맹사업 개시 전,0년 0개월,0,0명
제과제빵,농부바게트,(주)엣지푸드,2020-09-05,0년 6개월,0,0명
제과제빵,골목안13번지,오공팔,가맹사업 개시 전,0년 0개월,0,0명
제과제빵,이화당,(주)엘에이치지,2020-02-25,1년 1개월,0,13명
제과제빵,명랑시대쌀핫도그,명랑시대외식청년창업협동조합,2016-09-20,4년 6개월,651,57명
제과제빵,수원의 아침,(주)라팡,가맹사업 개시 전,0년 0개월,0,2명
제과제빵,폴콘,(주)폴콘,가맹사업 개시 전,0년 0개월,0,14명
제과제빵,79파운야드(79 FOUNYARD),(주)에이알피에프엔비,2020-06-04,0년 9개월,0,0명
제과제빵,솔차니꽈배기,솔차니코리아,가맹사업 개시 전,0년 0개월,0,1명
제과제빵,꽈배기친구들,와이디푸드(YDFOOD),2019-04-12,1년 11개월,16,2명
제과제빵,와플덴,와플덴1공장,가맹사업 개시 전,0년 0개월,0,1명
제과제빵,도넛킬러,㈜도넛킬러,가맹사업 개시 전,0년 0개월,0,0명
제과제빵,빵장수꽈배기,(주)피쉐프코리아,2016-07-25,4년 8개월,2,50명
제과제빵,호두당,(주)그린문컴퍼니,가맹사업 개시 전,0년 0개월,0,7명
제과제빵,이츠굿베이커리카페,케익타르트,2015-05-01,5년 10개월,16,5명
제과제빵,카페더치즈케익,케익CTC,2015-12-17,5년 3개월,6,13명
제과제빵,프랑제리,(주)이랜드이츠,2019-12-24,1년 3개월,1,9455명
제과제빵,버거스페이스(BURGER SPACE),(주)비에스그룹,가맹사업 개시 전,0년 0개월,0,5명
제과제빵,망원동티라미수,(주)망원동티라미수,2017-09-30,3년 6개월,7,51명
제과제빵,메리안나,메리안나,가맹사업 개시 전,0년 0개월,0,7명
제과제빵,슈슈레인,(주)슈슈컴퍼니,2019-05-03,1년 10개월,1,11명
제과제빵,스트릿츄러스,(주)솔라벨,2014-03-27,7년 0개월,66,43명
제과제빵,서울도넛츠,(주)천운컴퍼니,가맹사업 개시 전,0년 0개월,0,0명
제과제빵,CROCRO (크로크로),(주)키푸디,2015-09-14,5년 6개월,3,4명
제과제빵,뜰방네 효소 꽈배기,올리고(주),가맹사업 개시 전,0년 0개월,0,0명
제과제빵,더 베이커스 가든(The Baker's Garden),(주)올앤컴퍼니,가맹사업 개시 전,0년 0개월,0,12명
제과제빵,홍루이젠,(주)타이웨이,2018-03-16,3년 0개월,280,52명
제과제빵,베러댄와플,베러댄와플협동조합,2019-05-01,1년 10개월,62,11명
제과제빵,대만샌드위치 티앙웨이,(주)와이비운용사업부,2019-02-12,2년 1개월,30,17명
제과제빵,도너츠윤,도너츠윤가맹사업본부,가맹사업 개시 전,0년 0개월,0,0명
제과제빵,천안명물호도원,(주)호도원,가맹사업 개시 전,0년 0개월,0,8명
제과제빵,빠아앙,(주)지에프네트웍스,2017-09-04,3년 6개월,7,6명
제과제빵,정도너츠,농업회사법인(주)정담,2006-05-15,14년 10개월,12,16명
제과제빵,꼬나바옥수수꽈배기,한바른식품연구소,2019-11-30,1년 4개월,1,2명
제과제빵,파파도나스,(주)파파들,2018-04-01,2년 11개월,14,0명
제과제빵,롤링핀,(주)롤링핀컴퍼니,2013-12-16,7년 3개월,55,22명
제과제빵,르뽀미에,(주)에스피씨삼립,2007-08-22,13년 7개월,7,3256명
제과제빵,따삐오,(주)에스피씨삼립,1999-06-12,21년 9개월,73,3256명
제과제빵,에그홀릭(EGG HOLIC),에그홀릭에프앤비,2019-09-16,1년 6개월,2,1명
제과제빵,브레댄코(bread&co.DAILY-NEW),(주)브레댄코,2008-09-15,12년 6개월,45,28명
제과제빵,신라명과,(주)신라명과,1983-09-20,37년 6개월,10,125명
제과제빵,바푸리수제식빵,(주)비피알,2018-01-26,3년 2개월,7,31명
제과제빵,그린브라우니(green brownie),(주)그린브라우니,2014-01-17,7년 2개월,30,16명
제과제빵,파리바게뜨,(주)파리크라상,1988-09-30,32년 6개월,3380,7106명
제과제빵,크로와플,제이에스푸드(주),가맹사업 개시 전,0년 0개월,0,6명
제과제빵,커피홀베이커리,(자)동명식품서울지점,2017-09-21,3년 6개월,20,19명
제과제빵,북문당,(주)와이에스컴퍼니,2019-11-14,1년 4개월,1,2명
제과제빵,못난이꽈배기,(주)못난이푸드,2014-11-14,6년 4개월,131,12명
제과제빵,앤티앤스,(주)재원푸드,2007-07-10,13년 8개월,218,124명
제과제빵,소보롱,(주)엔조이굿,2018-10-01,2년 5개월,1,6명
제과제빵,꽈배기브라더스,(주)꽈배기브라더스,2019-08-01,1년 7개월,4,5명
제과제빵,호밀호두,(주)호밀호두,2008-07-01,12년 8개월,43,5명
제과제빵,더베이크,세영이지(주),2012-11-21,8년 4개월,14,23명
제과제빵,호두랑파이랑,호두랑파이랑,2008-07-30,12년 8개월,6,1명
제과제빵,모찌모찌브레드,(주)모찌모찌브레드,2018-12-26,2년 3개월,4,2명
제과제빵,바른식빵,(주)바른식빵,2018-08-10,2년 7개월,1,0명
제과제빵,청담동꿀꽈배기,(주)에이치앤디,2020-03-12,1년 0개월,0,0명
제과제빵,소미미,(주)쁘띠에프엔비,2014-03-02,7년 0개월,11,3명
제과제빵,그여행(B.H.F.H),그여행(B.H.F.H),가맹사업 개시 전,0년 0개월,0,0명
제과제빵,크라상점,(주)에이브로,2019-01-01,2년 2개월,11,5명
제과제빵,마리웨일237,(주)루시카토,2014-11-26,6년 4개월,99,208명
제과제빵,스윗디저트카페루시카토,(주)루시카토,2013-10-08,7년 5개월,0,208명
제과제빵,타르데마(TARDEMAH)베이커리,(주)하코카빔,2020-06-09,0년 9개월,0,3명
제과제빵,얌얌브레드,"(주)제이에스에프엔비(JSF&BCo.,Ltd.)",2019-08-09,1년 7개월,5,23명
제과제빵,고집불통 식빵싸부,고집불통식빵싸부,2017-12-16,3년 3개월,10,1명
제과제빵,내가만든미케익,케익타르트,2007-11-26,13년 4개월,5,5명
제과제빵,홍미당,(주)에이블비즈,2017-06-26,3년 9개월,1,20명
제과제빵,더베리와플,더베리와플,가맹사업 개시 전,0년 0개월,0,3명
